기준년월,광역지자체,중분류,,지출액,전년도 지출액
201906,강원도,여행업,2001,13617.0,13079.0
201906,강원도,육상운송,3001,72.0,64.0
201906,강원도,수상운송,3002,136.0,66.0
201906,강원도,항공운송,3003,0.0,0.0
201906,강원도,렌터카,3004,13011.0,17848.0
201906,강원도,면세점,4001,1893.0,2567.0
201906,강원도,관광기념품,4002,5564.0,7867.0
201906,강원도,레저용품쇼핑,4003,29325.0,23036.0
201906,강원도,대형쇼핑몰,4004,165474.0,122718.0
201906,강원도,카지노,5001,0.0,0.0
201906,강원도,관광유원시설,5002,583.0,440.0
201906,강원도,골프장,5003,68449.0,133980.0
201906,강원도,스키장,5004,0.0,0.0
201906,강원도,기타레저,5005,2227.0,3826.0
201906,강원도,문화서비스,5006,4725.0,1678.0
201906,강원도,식음료,6001,407349.0,297597.0
201907,강원도,관광총소비,0000,1302224.0,1101975.0
201907,강원도,호텔,1001,184727.0,126016.0
201907,강원도,콘도,1002,91075.0,152794.0
201907,강원도,캠핑장/펜션,1003,10467.0,9673.0
201907,강원도,기타숙박,1004,251318.0,169152.0
201907,강원도,여행업,2001,9076.0,22254.0
201907,강원도,육상운송,3001,98.0,61.0
201907,강원도,수상운송,3002,52.0,282.0
201907,강원도,항공운송,3003,0.0,0.0
201907,강원도,렌터카,3004,5393.0,9787.0
201907,강원도,면세점,4001,9818.0,3039.0
201907,강원도,관광기념품,4002,9543.0,9015.0
201907,강원도,레저용품쇼핑,4003,33818.0,17515.0
201907,강원도,대형쇼핑몰,4004,173231.0,161560.0
201907,강원도,카지노,5001,0.0,0.0
201907,강원도,관광유원시설,5002,703.0,431.0
201907,강원도,골프장,5003,69836.0,38563.0
201907,강원도,스키장,5004,0.0,0.0
201907,강원도,기타레저,5005,428.0,9935.0
201907,강원도,문화서비스,5006,5437.0,2627.0
201907,강원도,식음료,6001,447205.0,369269.0
201908,강원도,관광총소비,0000,1389331.0,1255223.0
201908,강원도,호텔,1001,151650.0,173332.0
201908,강원도,콘도,1002,148852.0,157217.0
201908,강원도,캠핑장/펜션,1003,14320.0,5157.0
201908,강원도,기타숙박,1004,280202.0,265519.0
201908,강원도,여행업,2001,9274.0,43128.0
201908,강원도,육상운송,3001,815.0,367.0
201908,강원도,수상운송,3002,116.0,98.0
201908,강원도,항공운송,3003,0.0,0.0
201908,강원도,렌터카,3004,4413.0,2755.0
201908,강원도,면세점,4001,2756.0,10.0
201908,강원도,관광기념품,4002,6639.0,9551.0
201908,강원도,레저용품쇼핑,4003,24826.0,19503.0
201908,강원도,대형쇼핑몰,4004,177907.0,137817.0
201908,강원도,카지노,5001,0.0,0.0
201908,강원도,관광유원시설,5002,1184.0,1089.0
201908,강원도,골프장,5003,93964.0,71830.0
201908,강원도,스키장,5004,0.0,0.0
201908,강원도,기타레저,5005,828.0,1890.0
201908,강원도,문화서비스,5006,8420.0,2891.0
201908,강원도,식음료,6001,463165.0,363070.0
201909,강원도,관광총소비,0000,1044151.0,1142462.0
201909,강원도,호텔,1001,106525.0,199442.0
201909,강원도,콘도,1002,89265.0,103519.0
201909,강원도,캠핑장/펜션,1003,13746.0,8643.0
201909,강원도,기타숙박,1004,180215.0,186323.0
201909,강원도,여행업,2001,5523.0,10073.0
201909,강원도,육상운송,3001,35.0,73.0
201909,강원도,수상운송,3002,78.0,155.0
201909,강원도,항공운송,3003,0.0,0.0
201909,강원도,렌터카,3004,7624.0,7651.0
201909,강원도,면세점,4001,0.0,774.0
201909,강원도,관광기념품,4002,7616.0,12565.0
201909,강원도,레저용품쇼핑,4003,35207.0,38106.0
201909,강원도,대형쇼핑몰,4004,160553.0,152834.0
201909,강원도,카지노,5001,0.0,0.0
201909,강원도,관광유원시설,5002,344.0,691.0
201909,강원도,골프장,5003,74593.0,57099.0
201909,강원도,스키장,5004,0.0,0.0
201909,강원도,기타레저,5005,1002.0,2835.0
201909,강원도,문화서비스,5006,4102.0,3827.0
201909,강원도,식음료,6001,357723.0,357853.0
201910,강원도,관광총소비,0000,1718500.0,1378243.0
201910,강원도,호텔,1001,199817.0,225602.0
201910,강원도,콘도,1002,181613.0,128873.0
