기준년월,광역지자체,중분류,,지출액,전년도 지출액
201910,전라남도,캠핑장/펜션,1003,1654.0,1165.0
201910,전라남도,기타숙박,1004,107049.0,101028.0
201910,전라남도,여행업,2001,1478.0,389.0
201910,전라남도,육상운송,3001,70.0,870.0
201910,전라남도,수상운송,3002,112.0,44.0
201910,전라남도,항공운송,3003,0.0,0.0
201910,전라남도,렌터카,3004,4746.0,685.0
201910,전라남도,면세점,4001,0.0,0.0
201910,전라남도,관광기념품,4002,443.0,3760.0
201910,전라남도,레저용품쇼핑,4003,12768.0,23938.0
201910,전라남도,대형쇼핑몰,4004,149257.0,142138.0
201910,전라남도,카지노,5001,0.0,0.0
201910,전라남도,관광유원시설,5002,11328.0,9594.0
201910,전라남도,골프장,5003,39005.0,30249.0
201910,전라남도,스키장,5004,0.0,0.0
201910,전라남도,기타레저,5005,6.0,26.0
201910,전라남도,문화서비스,5006,2457.0,890.0
201910,전라남도,식음료,6001,323122.0,238290.0
201911,전라남도,관광총소비,0000,672640.0,750078.0
201911,전라남도,호텔,1001,110841.0,193361.0
201911,전라남도,콘도,1002,72.0,245.0
201911,전라남도,캠핑장/펜션,1003,867.0,1184.0
201911,전라남도,기타숙박,1004,112232.0,102213.0
201911,전라남도,여행업,2001,385.0,1161.0
201911,전라남도,육상운송,3001,10840.0,7.0
201911,전라남도,수상운송,3002,24.0,171.0
201911,전라남도,항공운송,3003,0.0,0.0
201911,전라남도,렌터카,3004,199.0,3246.0
201911,전라남도,면세점,4001,0.0,0.0
201911,전라남도,관광기념품,4002,229.0,893.0
201911,전라남도,레저용품쇼핑,4003,14077.0,21171.0
201911,전라남도,대형쇼핑몰,4004,141190.0,144667.0
201911,전라남도,카지노,5001,0.0,0.0
201911,전라남도,관광유원시설,5002,6829.0,5214.0
201911,전라남도,골프장,5003,15575.0,11002.0
201911,전라남도,스키장,5004,0.0,0.0
201911,전라남도,기타레저,5005,0.0,0.0
201911,전라남도,문화서비스,5006,895.0,870.0
201911,전라남도,식음료,6001,258383.0,264673.0
201912,전라남도,관광총소비,0000,512962.0,569703.0
201912,전라남도,호텔,1001,94970.0,119503.0
201912,전라남도,콘도,1002,14.0,0.0
201912,전라남도,캠핑장/펜션,1003,1.0,507.0
201912,전라남도,기타숙박,1004,59890.0,76983.0
201912,전라남도,여행업,2001,0.0,20.0
201912,전라남도,육상운송,3001,0.0,0.0
201912,전라남도,수상운송,3002,110.0,40.0
201912,전라남도,항공운송,3003,0.0,0.0
201912,전라남도,렌터카,3004,220.0,2878.0
201912,전라남도,면세점,4001,0.0,0.0
201912,전라남도,관광기념품,4002,114.0,173.0
201912,전라남도,레저용품쇼핑,4003,14849.0,8915.0
201912,전라남도,대형쇼핑몰,4004,135133.0,141459.0
201912,전라남도,카지노,5001,0.0,0.0
201912,전라남도,관광유원시설,5002,5666.0,5042.0
201912,전라남도,골프장,5003,4347.0,5067.0
201912,전라남도,스키장,5004,0.0,0.0
201912,전라남도,기타레저,5005,104.0,52.0
201912,전라남도,문화서비스,5006,742.0,244.0
201912,전라남도,식음료,6001,196801.0,208820.0
