,유적지명,시도명,시군구명,경도,위도
0,영산만년교,경상남도,창녕군,128.5298113,35.45363364
1,보각국사탑및비,경상북도,군위군,128.7793311,36.12779702
2,석조여래좌상,전라남도,영암군,126.6638026,34.75394988
3,숭열당,경상북도,영천시,128.9289225,35.96640578
4,사적비,전라남도,강진군,126.7475535,34.58776592
5,철불좌상,충청북도,충주시,127.9007507,36.94676362
6,단속사지삼층석탑,경상남도,산청군,127.8997427,35.32121298
7,12지상부도,울산광역시,중구,129.3382079,35.55510696
8,창녕석빙고,경상남도,창녕군,128.4984255,35.54260287
9,인조별서유기비,서울특별시,은평구,126.9166218,37.60874991
10,강당사당부장원,대구광역시,달성군,128.3718405,35.70126822
11,은관,경상북도,경주시,129.227876,35.82944414
12,굴산사지석불좌상,강원도,강릉시,128.8942903,37.70729866
13,철보살좌상,충청남도,청양군,126.7795129,36.37054033
14,대웅전,전라남도,여수시,127.7005005,34.8211434
15,극락전,경상북도,청도군,128.7197359,35.71542051
16,옥동삼층석탑,경상북도,안동시,128.7166423,36.56800544
17,대웅전,충청남도,홍성군,126.5491412,36.5462758
18,예천권씨초간종택,경상북도,예천군,128.3974781,36.69219558
19,논곡리삼층석탑,전라남도,구례군,127.3852952,35.23065192
20,마애석불입상,경상북도,경주시,129.1745247,35.80471015
21,중초사지당간지주,경기도,안양시 만안구,126.9176214,37.41803471
22,천원삼대리마애불,충청남도,천안시 동남구,127.0868049,36.72764232
23,대웅전,전라남도,순천시,127.5140258,35.06196723
24,금당암삼층석탑,대구광역시,동구,128.7043961,35.99296079
25,금제감장보검,경상북도,경주시,129.227876,35.82944414
26,대광전,경상남도,양산시,128.9509007,35.42646011
27,경애왕릉,경상북도,경주시,129.2084413,35.7961418
28,김해수로왕릉,경상남도,김해시,128.8785283,35.23529573
29,대빈묘,경기도,고양시 덕양구,126.892044,37.63037643
30,헌덕왕릉,경상북도,경주시,129.2443062,35.84392459
31,백제왕릉원,충청남도,부여군,126.9442005,36.27841468
32,장릉,경기도,김포시,126.711218,37.61253081
33,하원동탐라왕자묘,제주특별자치도,서귀포시,126.4712233,33.27775928
34,방동리고구려고분,강원도,춘천시,127.627951,37.90234526
35,돔배오름,제주특별자치도,제주시,126.6700206,33.42894781
36,밝은오름,제주특별자치도,제주시,126.4678539,33.44329542
37,중대봉,충청북도,괴산군,127.9067824,36.66879996
38,신선봉,충청북도,청주시 상당구,127.7692165,36.60394366
39,마천루,강원도,동해시,128.9964421,37.45169619
40,새별오름,제주특별자치도,제주시,126.3574947,33.36637864
41,권제오름,제주특별자치도,제주시,126.5578854,33.45734024
42,삼매봉,제주특별자치도,서귀포시,126.5475633,33.24333303
43,열안지,제주특별자치도,제주시,126.5206837,33.42664349
44,궷물오름,제주특별자치도,제주시,126.4059416,33.39681338
45,향로봉,경상남도,밀양시,128.9630537,35.48486146
46,대기봉,경상남도,남해군,128.0360194,34.7549215
47,영천악,제주특별자치도,서귀포시,126.601155,33.29414013
48,남짓은오름,제주특별자치도,제주시,126.4966041,33.47371557
49,북오름,제주특별자치도,서귀포시,126.3312711,33.30580494
50,본지오름,제주특별자치도,서귀포시,126.8194275,33.39069771
51,도덕봉,충청북도,옥천군,127.5996419,36.2569509
52,검은오름,제주특별자치도,제주시,126.4980165,33.44292113
53,구담봉,충청북도,단양군,128.2468565,36.93643122
54,반야봉,전라북도,남원시,127.5648902,35.32182172
55,대천이오름,제주특별자치도,제주시,126.6842708,33.45227843
56,용머리,제주특별자치도,서귀포시,126.3147181,33.23215453
57,마은이,제주특별자치도,서귀포시,126.65614,33.38066123
58,비로봉,충청북도,단양군,128.4847848,36.95753608
59,베두리오름,제주특별자치도,제주시,126.4908499,33.49175932
60,미악산,제주특별자치도,서귀포시,126.5548405,33.29998477
61,절물오름,제주특별자치도,제주시,126.6235535,33.42927827
62,돔박이,제주특별자치도,서귀포시,126.3640669,33.33949999
63,고위봉,경상북도,경주시,129.2253457,35.76751023
64,계란봉,충청남도,공주시,127.0843274,36.35474903
65,고동재,경상남도,산청군,127.7952605,35.40455187
66,은월봉,울산광역시,남구,129.2991411,35.54298503
67,새신오름,제주특별자치도,제주시,126.2381937,33.29941835
68,우산봉,경상북도,울릉군,131.8696345,37.24078546
69,안친오름,제주특별자치도,제주시,126.7856019,33.47848441
70,모구리오름,제주특별자치도,서귀포시,126.8276389,33.40788666
71,따라비,제주특별자치도,서귀포시,126.7524706,33.38772449
72,두산봉,제주특별자치도,제주시,126.8832588,33.48088462
73,통오름,제주특별자치도,서귀포시,126.8547004,33.39453104
74,지순택요,경기도,이천시,127.3989955,37.31202741
75,서악리고분군,경상북도,경주시,129.185975,35.82533042
76,고산선사유적지,제주특별자치도,제주시,126.1655882,33.30551893
77,봉황동유적,경상남도,김해시,128.8753296,35.23086684
78,성황신김총유적,전라남도,순천시,127.298969,35.06711582
79,원당사지,제주특별자치도,제주시,126.5985287,33.52936167
80,포석정지,경상북도,경주시,129.2127311,35.80706143
81,계련당,강원도,강릉시,128.8934407,37.76331986
82,별신제,충청남도,부여군,126.8503436,36.31199486
83,영산석빙고,경상남도,창녕군,128.5382057,35.45679966
84,원지정사,경상북도,안동시,128.517353,36.53990657
85,아산맹씨행단,충청남도,아산시,127.0420452,36.7466802
86,송시열유적,충청북도,괴산군,127.8112007,36.66844062
87,영빈묘,경기도,남양주시,127.1833875,37.72518349
88,심응사당,경기도,김포시,126.6943328,37.64871944
89,요석공주별궁지,경기도,동두천시,127.0820745,37.94422034
90,칠장사오불회괘불탱,경기도,안성시,127.3977828,37.02653739
91,석조여래입상,경기도,안성시,127.2082926,36.94578768
92,수정재,대전광역시,서구,127.3710041,36.32959739
93,칠곡향교,대구광역시,북구,128.5513868,35.94904193
94,은현리적석총,울산광역시,울주군,129.1628322,35.4629912
95,치산서원지,울산광역시,울주군,129.230278,35.65451431
96,명주사동종,강원도,양양군,128.6806132,37.9484795
97,동해어달산봉수대,강원도,동해시,129.1078684,37.57270707
98,김복한묘,충청남도,홍성군,126.5016009,36.58402314
99,일부김항선생묘,충청남도,논산시,127.2314162,36.1511998
100,정인지묘,충청북도,괴산군,127.8213602,36.92628907
101,해남단군전,전라남도,해남군,126.5944115,34.57468926
102,발포만호성,전라남도,고흥군,127.3362114,34.48413412
103,송도조개더미,전라남도,여수시,127.7144319,34.6072613
104,삼벽당,경상북도,안동시,128.5206882,36.59815743
105,대청,경상북도,군위군,128.6536138,36.05868913
106,신흥사보제루,강원도,속초시,128.4845961,38.17590987
107,단군성묘,전라북도,익산시,126.9646239,35.92875688
108,안산대부광산퇴적암층,경기도,안산시 단원구,126.6324251,37.21770799
109,지산사유적지,전라남도,함평군,126.5763293,35.17385294
110,빈동재사,경상북도,봉화군,128.6521138,36.879071
111,효창원,경기도,고양시 덕양구,126.8668856,37.66374844
112,침괘정,경기도,광주시,127.1835107,37.47866076
113,거연정,경상남도,함양군,127.7385956,35.62576211
114,성지,충청남도,아산시,126.913564,36.88308289
115,석조여래입상,경기도,안성시,127.3423634,37.07121609
116,다산초당성지,전라남도,강진군,126.7443303,34.58116302
117,마원성지,경상북도,문경시,128.1011931,36.72384218
118,이충무공유적,전라남도,완도군,126.8602795,34.40113531
119,충청수영장교청,충청남도,보령시,126.5241795,36.43896994
120,옥산금성,경상남도,거제시,128.6187849,34.86128998
121,익산토성,전라북도,익산시,127.0388042,35.99253057
122,충렬사,부산광역시,동래구,129.0962891,35.20134332
123,단간지주,충청남도,천안시 서북구,127.2135098,36.87219966
124,구림리토기요지,전라남도,영암군,126.6236565,34.75877406
125,수길원,경기도,파주시,126.9045398,37.77757817
126,종덕재정당,경상북도,경주시,129.224124,36.0296084
127,경주황성동석실분,경상북도,경주시,129.2115096,35.8671433
128,남간사지석정,경상북도,경주시,129.21844,35.81565591
129,연천옥계리태실,경기도,연천군,127.0546597,38.1338028
130,법계사화장찰해도,경기도,안성시,127.2741227,37.01457023
131,애련정,경기도,이천시,127.4505031,37.27731659
132,보제존자석종앞석등,경기도,여주시,127.6616521,37.29737192
133,이해수선생묘,경기도,양주시,126.9957334,37.9135224
134,만경노씨삼의사생가지,충청남도,공주시,127.1211446,36.49464063
135,박문수묘,충청남도,천안시 동남구,127.2810117,36.78678163
136,경주최씨열려문,세종특별자치시,NaN,127.2841948,36.56759904
137,백운대고분,경상남도,김해시,128.8817481,35.24247297
138,근민당,경상북도,포항시 남구,129.4920352,35.89583238
139,태하등대,경상북도,울릉군,130.7981018,37.51819916
140,알봉,경상북도,울릉군,130.8574504,37.51967393
141,무이서당,경상북도,예천군,128.2871374,36.5931877
142,생금집,경기도,시흥시,126.7583917,37.35055801
143,마포최사영고택,서울특별시,성북구,126.9985387,37.59816296
144,심우당,충청남도,예산군,126.6221329,36.66338207
145,무이당,충청남도,예산군,126.6221648,36.66291724
146,완귀정,경상북도,영천시,128.9350576,35.93640043
147,견훤왕릉,충청남도,논산시,127.0838126,36.1191998
148,경체정,경상북도,봉화군,128.8756176,36.90973582
149,금관총,경상북도,경주시,129.2086023,35.84040406
150,성모당성지,대구광역시,중구,128.5872073,35.86073246
151,성류굴관광단지성류굴,경상북도,울진군,129.3806495,36.95577354
152,신돌석유적지,경상북도,영덕군,129.4039913,36.51903902
153,인천도호부청사,인천광역시,미추홀구,126.6876741,37.4390222
154,숲정이성지,전라북도,전주시 덕진구,127.1341731,35.82552849
155,초록바위성지,전라북도,전주시 완산구,127.1491704,35.81056128
156,흥선대원군묘,경기도,남양주시,127.3149215,37.64921928
157,안보물,제주특별자치도,제주시,126.6016487,33.5017755
158,오목대,전라북도,전주시 완산구,127.1545826,35.81439963
159,구암리고인돌,전라북도,부안군,126.6544505,35.70798361
160,문수산성,경기도,김포시,126.5310222,37.7420506
161,월송재,대전광역시,동구,127.4477649,36.28673433
162,모현지석묘,경기도,용인시 처인구,127.2525259,37.3355507
163,환성사심검당,경상북도,경산시,128.7657129,35.93629813
164,한봉수의병장유적지,충청북도,청주시 청원구,127.5496319,36.71855211
165,사천왕사지,경상북도,경주시,129.2426482,35.81971451
166,죽도성,부산광역시,강서구,128.8991138,35.19522938
167,울주천황산요지,울산광역시,울주군,129.0095472,35.57532714
168,계족산성,대전광역시,동구,127.4547973,36.3952881
169,제민루,경상북도,영주시,128.6159561,36.82079366
170,열암곡석불좌상,경상북도,경주시,129.2372342,35.76111467
171,경주천군리사지,경상북도,경주시,129.2815338,35.83214999
172,학곡리돌무지무덤,경기도,연천군,126.9514249,37.99015301
173,부곡리유물산포지,경기도,연천군,127.1557509,38.08465844
174,횡산리고분,경기도,연천군,126.9886477,38.12306512
175,횡산리유물산포지,경기도,연천군,126.9770412,38.11213416
176,마전리유물산포지,경기도,연천군,126.9847529,38.02523086
177,구읍리미륵불상,경기도,포천시,127.210046,37.88864782
178,청동향로,경기도,화성시,127.005051,37.21227333
179,원구형석조부도,경기도,여주시,127.6617358,37.2975949
180,옛군산세관,전라북도,군산시,126.7112645,35.99106198
181,권준의호구단자,대전광역시,대덕구,127.4254273,36.36124747
182,달성삼가헌,대구광역시,달성군,128.4132739,35.90709874
183,용연사석조관음보살좌상,강원도,강릉시,128.7804987,37.78985264
184,안면내파수도,충청남도,태안군,126.234854,36.45447452
185,천진전,충청남도,부여군,126.9489453,36.23996601
186,삼산후박나무,전라남도,장흥군,126.9565003,34.52333881
187,목우헌,전라북도,전주시 완산구,127.1537501,35.81518282
188,구파백정기의사고택지,전라북도,정읍시,126.7772301,35.65282115
189,남원금남재,전라북도,남원시,127.3768886,35.39740118
190,연안김씨종택,전라남도,영광군,126.4743739,35.24094346
191,경모당,경상남도,창녕군,128.4284015,35.49600883
192,구계리석조여래좌상,경상남도,창녕군,128.549278,35.46056279
193,충용사,충청북도,진천군,127.5337465,36.88247851
194,은척면뽕나무,경상북도,상주시,128.0747943,36.56921474
195,오작당,경상북도,상주시,128.2267385,36.36043504
196,인동장씨선세홍백패,경상북도,영주시,128.5751942,36.76927751
197,관물당,경상북도,안동시,128.6676139,36.5849624
198,함벽당,경상북도,안동시,128.6765644,36.65267932
199,수월헌,경상북도,영양군,129.1297047,36.70525599
200,서귀포층의패류화석,제주특별자치도,서귀포시,126.5582441,33.23979221
201,화천성불사지석불입상,강원도,화천군,127.7740575,38.03459998
202,서울경교장,서울특별시,종로구,126.968051,37.56836662
203,고천서원,경상북도,영천시,128.9906342,36.01719616
204,은재,경상남도,함안군,128.4525722,35.20929389
205,추풍령표석,충청북도,영동군,128.002512,36.20833321
206,운현궁양관,서울특별시,종로구,126.987758,37.57615406
207,남해가인리화석산지,경상남도,남해군,128.0488435,34.88601438
208,충무사,전라남도,완도군,126.8597696,34.40061104
209,의산서원,경상북도,영주시,128.5446734,36.78321546
210,대성동고분군,경상남도,김해시,128.8737066,35.23693804
211,무열왕릉묘,경상북도,경주시,129.1877526,35.82494324
212,성산동고분군,경상북도,성주군,128.298096,35.90595949
213,고려동유적지,경상남도,함안군,128.4601229,35.27685851
214,고분발굴지,경상북도,포항시 북구,129.2441277,36.09204181
215,고산정,경상남도,진주시,127.9650664,35.23573957
216,안동권태응가옥,경상북도,안동시,128.5273025,36.574609
217,유적지,전라북도,임실군,127.2922064,35.55043942
218,죽림굴성지,울산광역시,울주군,129.0355459,35.54580464
219,한벽당,전라북도,전주시 완산구,127.160827,35.81189379
220,황사영묘성지,경기도,양주시,126.9790006,37.73912487
221,관성묘,전라북도,전주시 완산구,127.1610645,35.79587062
222,홍주의사총,충청남도,홍성군,126.6705898,36.60561237
223,구정동고분군,경상북도,경주시,129.3014897,35.7820663
224,태종후궁명빈묘,경기도,구리시,127.1161939,37.57065556
225,장선리토실유적,충청남도,공주시,127.0729538,36.31483992
226,수재정,경상북도,경주시,129.1344756,36.00029334
227,도신리요지,경기도,연천군,127.1130677,38.17288201
228,3.1운동순국유적,경기도,화성시,126.8924998,37.12601608
229,대웅전,경기도,안성시,127.3065235,36.93992896
230,마애여래상,경기도,이천시,127.4069718,37.19409324
231,신앙유적지,경기도,가평군,127.4405261,38.0069148
232,석우리선돌,경기도,여주시,127.6832834,37.38261927
233,보문산마애여래좌상,대전광역시,중구,127.4313697,36.30391598
234,석조여래좌상,대구광역시,달성군,128.5077116,35.71272028
235,운흥사지,울산광역시,울주군,129.1508786,35.45377693
236,오방리고분군,경상남도,진주시,128.1080664,35.30747177
237,춘천한백록묘역및정문,강원도,춘천시,127.6820562,37.90091674
238,경주남고루,경상북도,경주시,129.2167543,35.83714047
239,매죽헌사우문절사,세종특별자치시,NaN,127.3495754,36.4660389
240,애한정,충청북도,괴산군,127.8455399,36.82686376
241,학계리지석묘,전라남도,영암군,126.6181051,34.70075221
242,야사리느티나무,전라남도,화순군,127.079604,35.11026678
243,양요정,전라북도,임실군,127.1548531,35.6310251
244,와룡동사지,경상남도,사천시,128.1045889,34.96770588
245,창녕객사,경상남도,창녕군,128.5016526,35.54109412
246,삼계동요지,경상남도,김해시,128.8645911,35.22742608
247,안동석수암향나무,경상북도,안동시,128.7153417,36.58425036
248,노진환소장전적,경상북도,구미시,128.3266611,36.24455591
249,자유수호희생자위령탑,강원도,인제군,128.167209,38.057703
250,만주사,광주광역시,북구,126.8897548,35.21002967
251,과지초당,경기도,과천시,127.0287228,37.45299923
252,구한선타데오묘,경상남도,함안군,128.4447123,35.33414989
253,정약용유적지,경기도,남양주시,127.2995591,37.5165835
254,망원정,서울특별시,마포구,126.9045031,37.54984311
255,성유스티노신학교,대구광역시,중구,128.5889812,35.86110632
256,절두산순교성지,서울특별시,마포구,126.9118578,37.54414191
257,초의선사탄생지,전라남도,무안군,126.4160076,34.85374223
258,충암김정유적지,대전광역시,동구,127.4987863,36.35775428
259,치명자산성지,전라북도,전주시 완산구,127.1645113,35.80775163
260,석불입상,경상북도,경주시,129.3278928,35.75352228
261,오회당,경상북도,영천시,129.0151792,36.07921182
262,왕흥사지,충청남도,부여군,126.9070972,36.29633834
263,광해군묘,경기도,남양주시,127.2049814,37.65795454
264,성산서당,경상북도,경주시,129.1334933,36.00044402
265,연천신답리고분,경기도,연천군,127.1145702,38.04357061
266,횡산리유물산포지,경기도,연천군,126.987774,38.11616431
267,북삼리유물산포지,경기도,연천군,127.0098247,38.09957568
268,현향교터,경기도,연천군,127.0625386,38.10620889
269,만둔사지,경기도,안성시,127.3024481,36.97314386
270,백로왜가리번식지,강원도,춘천시,127.7694083,37.87933711
271,김영이와장비단소,충청북도,영동군,127.7579012,36.13587171
272,단군성전,충청북도,청주시 흥덕구,127.3752409,36.57129057
273,부춘정원림,전라남도,장흥군,126.9087948,34.71170853
274,고성리월성산고분,전라남도,담양군,126.9207088,35.29046661
275,금동느티나무,전라북도,정읍시,126.751323,35.57415809
276,서천리당산,전라북도,남원시,127.5292704,35.44112177
277,두방재,경상남도,하동군,127.8636597,35.24249674
278,청구리입석,경상북도,영주시,128.5853044,36.93928426
279,영덕충효당,경상북도,영덕군,129.3655644,36.5537038
280,밀양관아,경상남도,밀양시,128.7538754,35.49438511
281,빙옥정,충청북도,영동군,127.7579012,36.13587171
282,서산관아문,충청남도,서산시,126.4501611,36.78419356
283,식파정,충청북도,진천군,127.3950447,36.86337788
284,욕지도패총,경상남도,통영시,128.262275,34.63693443
285,삼일사,울산광역시,중구,129.3449427,35.57603064
286,대농리석불입상,경기도,안성시,127.2721037,37.06615666
287,계림,경상북도,경주시,129.2187532,35.83248842
288,고분군,울산광역시,울주군,129.1982536,35.45277493
289,관음굴,강원도,삼척시,129.0219014,37.32381729
290,노서동고분군,경상북도,경주시,129.2085145,35.8405051
291,당포성지,경상남도,통영시,128.3843633,34.79547737
292,오두돈대,인천광역시,강화군,126.5187837,37.68299672
293,오이도유적,경기도,시흥시,126.7515121,37.36469536
294,경주남사리북삼층석탑,경상북도,경주시,129.1387482,35.90474404
295,경주안심리암각화,경상북도,경주시,129.1725798,35.73785331
296,영모재,대전광역시,서구,127.3670882,36.32608032
297,운부군옥,대전광역시,대덕구,127.4254273,36.36124747
298,투구바위,전라북도,고창군,126.5714267,35.48672106
299,남일대코끼리바위,경상남도,사천시,128.097771,34.92109151
300,할미바위,강원도,동해시,129.1426361,37.49144544
301,넙덕바위,경상북도,울릉군,131.8617819,37.24120711
302,돼지바위,경상북도,영주시,128.5057088,36.96717282
303,해녀바위,경상북도,울릉군,131.8688639,37.2384134
304,거북바위,전라남도,장흥군,126.913085,34.52201941
305,지도바위,전라남도,신안군,125.409238,34.68415916
306,가지산쌀바위,울산광역시,울주군,129.0050944,35.62202119
307,섬바위,전라북도,진안군,127.5298719,35.9531742
308,두꺼비바위,경기도,의정부시,127.0292073,37.70430916
309,치마바위,서울특별시,서대문구,126.9576295,37.58472808
310,쇠뿔바위,전라북도,부안군,126.6190055,35.6768177
311,먹돌바위,전라남도,진도군,126.3842168,34.48071228
312,촛대바위,경상북도,울릉군,131.867281,37.24112536
313,천마총금관,경상북도,경주시,129.227876,35.82944414
314,철당간,충청북도,청주시 상당구,127.4893976,36.63316209
315,상원사동종,강원도,평창군,128.5645472,37.78692166
316,철조비로자나불좌상,전라남도,장흥군,126.8964864,34.80794827
317,주칠탁잔,경상북도,안동시,128.731678,36.56709733
318,국사전,전라남도,순천시,127.2764858,35.00188236
319,대웅전,충청남도,예산군,126.6226816,36.66328966
320,마애여래좌상,전라남도,해남군,126.6311151,34.47479648
321,상효문,전라남도,영광군,126.4746009,35.24093583
322,이씨삼강묘비,경상북도,경주시,129.2522502,36.04417273
323,축석령전적비,경기도,의정부시,127.1085874,37.77180983
324,기영각,대구광역시,동구,128.6404672,36.00150278
325,대산리지석묘,인천광역시,강화군,126.4854216,37.76421064
326,지석묘군,강원도,홍천군,127.9979286,37.75561717
327,선각대사편광탑비,전라남도,강진군,126.6867021,34.73901311
328,공주동원리석탑,충청남도,공주시,126.9630974,36.52873269
329,처녀뱃사공노래비,경상남도,함안군,128.4006312,35.33274849
330,곡산연문쌍효각,충청북도,증평군,127.612914,36.8111842
331,송우암유허비,충청북도,옥천군,127.6594528,36.25381453
332,존심당과아문,전라남도,고흥군,127.2852394,34.61111926
333,악양루,경상남도,함안군,128.3985122,35.33524327
334,선봉사대각국사비,경상북도,칠곡군,128.3281651,36.08672362
335,필리핀군참전비,경기도,연천군,127.0645551,38.13210704
336,인흥군묘신도비,경기도,포천시,127.2507418,38.0063048
337,신효순심미선추모비,경기도,양주시,126.9489829,37.85766014
338,연동사지3층석탑,전라남도,담양군,127.0320965,35.37199419
339,김기량순교현양비,제주특별자치도,제주시,126.6708098,33.53690839
340,순직선원위령탑,부산광역시,영도구,129.0833263,35.06588517
341,단군단,전라남도,해남군,126.594032,34.57425819
342,양주현충탑,경기도,양주시,127.0472374,37.78771032
343,추사필적암각문,경기도,양주시,126.9374229,37.68401217
344,영원부원군묘,경기도,연천군,126.9507352,38.03052814
345,성황삼층석탑,전라남도,광양시,127.6573848,34.94422019
346,김제남신도비,강원도,원주시,127.8207233,37.34262026
347,유의각,충청남도,청양군,126.8256807,36.48007954
348,육백고지전승기념탑,충청남도,금산군,127.3952914,36.06341912
349,서능정려비,전라남도,장성군,126.8092788,35.39134643
350,최희량장군신도비,전라남도,나주시,126.6353051,34.9938887
351,청암사다층석탑,경상북도,김천시,128.0029793,35.89128209
352,순흥척화비,경상북도,영주시,128.5754582,36.91641899
353,보경사원진국사비,경상북도,포항시 북구,129.3182124,36.25256637
354,미소석가불,서울특별시,강북구,126.9902231,37.65554158
355,호남제일문,전라북도,전주시 덕진구,127.0708197,35.86945906
356,충혼탑,경상북도,청송군,129.0521399,36.42914101
357,김종무정려비,경상북도,구미시,128.3340181,36.15636889
358,춘궁동5층석탑,경기도,하남시,127.185371,37.51685001
359,필리핀참전기념비,경기도,고양시 덕양구,126.8728817,37.68835026
360,현충탑,경기도,과천시,126.9958654,37.43186603
361,시민탑,경상북도,김천시,128.1042492,36.12423446
362,북삼리암각문,경기도,연천군,127.0080736,38.09244601
363,청풍김씨열녀비,경기도,파주시,126.7775237,37.81850587
364,최루백효자비각,경기도,화성시,126.9690856,37.19922538
365,죽산리삼층석탑,경기도,안성시,127.4309949,37.08285756
366,만세운동기념비,강원도,횡성군,127.9851635,37.49287258
367,송우암수명유허비,전라북도,정읍시,126.8569106,35.56645676
368,왜관지구전적비,경상북도,칠곡군,128.4031632,36.01876344
369,보문사삼층석탑,경상북도,예천군,128.5601372,36.65450607
370,심원리부도,충청북도,영동군,127.7711581,36.17591271
371,하동정씨정문,충청북도,영동군,127.6987816,36.19330304
372,괴시리괴정,경상북도,영덕군,129.4168219,36.54426189
373,조남리지석묘,경기도,시흥시,126.8577679,37.36667436
374,김삿갓종영지,전라남도,화순군,127.1328981,35.04667802
375,일주문,경상북도,영주시,128.6846853,36.99573431
376,김도언어사각,전라북도,정읍시,127.0013487,35.63432091
377,3.1봉화대,경상남도,창녕군,128.5326895,35.45389487
378,함희석효자각,강원도,고성군,128.4986127,38.34130838
379,이종검정려문,경기도,안성시,127.2575254,36.94737209
380,석탑,경기도,안성시,127.3068135,36.9399691
381,태충각,대구광역시,북구,128.5638659,35.90769972
382,이색신도비,충청남도,서천군,126.7885353,36.08780047
383,연안이씨쌍효각,충청북도,충주시,127.9328612,37.05180929
384,소세양신도비,전라북도,익산시,127.0772036,36.012031
385,양대박부자충의문,전라북도,남원시,127.3439771,35.39748363
386,사충사유허비,전라남도,여수시,127.6635139,34.77146847
387,국토정중앙상징탑,강원도,양구군,127.9841814,38.10870801
388,내성행상불망비,경상북도,울진군,129.2889584,37.03434637
389,매호실향비,경상북도,영천시,128.9678025,36.01023741
390,사천왕문,충청북도,보은군,127.8329642,36.54174916
391,최초석탄발견지탑,강원도,태백시,128.9985353,37.10282614
392,경주오야리삼층석탑,경상북도,경주시,129.2601009,35.93786203
393,최혁효자정문,경기도,양주시,126.962107,37.83421284
394,호주전투기념비,경기도,가평군,127.5600813,37.89598894
395,이곤선생효자문,경기도,화성시,126.9371719,37.21840433
396,용천리삼층석탑,경기도,양평군,127.5062297,37.5382125
397,명정각,대구광역시,수성구,128.6515006,35.85839899
398,의마비,대구광역시,달서구,128.5452141,35.81808445
399,홍윤성묘비,충청남도,부여군,126.8337511,36.28934904
400,삼도해운판관비,충청남도,아산시,126.9147657,36.88153598
401,충열문,전라남도,곡성군,127.1844798,35.29041767
402,104고지전적비,서울특별시,서대문구,126.9261616,37.5678674
403,현충탑,강원도,원주시,127.9526083,37.36529703
404,청룡사지,충청북도,충주시,127.8392787,37.12982277
405,변계량비각,경상남도,밀양시,128.693603,35.40660952
406,의열사비,충청남도,부여군,126.9167726,36.28039672
407,장기척화비,경상북도,포항시 남구,129.4927943,35.89581897
408,현비암,경상북도,청송군,129.0516797,36.43234717
409,위라리칠층석탑,강원도,화천군,127.7084416,38.09768495
410,길수익효자비,경기도,여주시,127.602248,37.32273103
411,황정욱묘,경기도,파주시,126.7500158,37.82315452
412,이천중리3층석탑,경기도,이천시,127.441159,37.27804533
413,보제존자석종,경기도,여주시,127.6615987,37.29743959
414,사자암,강원도,강릉시,128.9010491,37.76142766
415,보리암,부산광역시,연제구,129.0946865,35.16939954
416,백천암,부산광역시,북구,129.0402817,35.21743128
417,금강암,서울특별시,구로구,126.8412711,37.49051918
418,심오암,경상남도,창원시 진해구,128.6766537,35.15511449
419,영도암,부산광역시,북구,129.0038986,35.2037579
420,선공암,충청남도,금산군,127.4641265,36.0829802
421,온암,충청남도,청양군,126.7748493,36.36531027
422,용문암,전라북도,고창군,126.5620901,35.47815718
423,괭이암,전라남도,여수시,127.5533605,34.68973752
424,창덕암,전라북도,남원시,127.4881713,35.47879269
425,약수암,경상남도,하동군,127.8833016,35.12807761
426,백련암,경상남도,고성군,128.3596636,35.03960093
427,천주암,경상북도,경주시,129.1020853,35.81338563
428,천수암,경상북도,경주시,129.0358674,35.81642303
429,직지사극락전,경상북도,김천시,128.0022886,36.11643091
430,운지암,울산광역시,남구,129.3130257,35.52763172
431,약수암,경기도,가평군,127.5485742,37.90390266
432,금산사범종각,전라북도,김제시,127.052883,35.72303327
433,금산사삼성각,전라북도,김제시,127.0536548,35.72404316
434,송광사관음전,전라남도,순천시,127.2762416,35.00261448
435,송광사하사당,전라남도,순천시,127.2762899,35.00247137
436,수연암,전라남도,여수시,127.707284,34.76593281
437,천진암,경상남도,진주시,128.0643916,35.20115224
438,도솔암,경상남도,함안군,128.3208714,35.24158903
439,처용암,울산광역시,남구,129.3505662,35.46785653
440,옥주암,전라북도,남원시,127.6082159,35.5334448
441,흑암,충청남도,천안시 서북구,127.1785109,36.93432289
442,신불암,강원도,홍천군,127.8854328,37.65746356
443,석굴암,경기도,의정부시,127.0386899,37.72344134
444,지장암,서울특별시,종로구,126.9598599,37.59753918
445,진일암,서울특별시,중랑구,127.0755604,37.59521771
446,대명암,충청남도,보령시,126.6957004,36.24165279
447,법주사미륭선당,충청북도,보은군,127.8333523,36.54397706
448,송광사효봉영각,전라남도,순천시,127.2757845,35.00295738
449,송광사중현당,전라남도,순천시,127.2757919,35.0027343
450,명덕암,경상남도,통영시,128.4139055,34.84595153
451,천우암,인천광역시,미추홀구,126.667134,37.45511679
452,월대암,전라남도,영암군,126.6473363,34.75377654
453,구암,경기도,남양주시,127.3629362,37.68214357
454,천덕사,제주특별자치도,제주시,126.524877,33.47513817
455,약수암,경상남도,통영시,128.4142697,34.84266903
456,윤필암,경상북도,문경시,128.2650664,36.75061388
457,죽림암,전라북도,임실군,127.2698057,35.61679289
458,염불암,충청북도,충주시,127.9168641,36.96879873
459,벽운암,울산광역시,울주군,129.1220796,35.67648044
460,상원암,충청북도,청주시 상당구,127.6116529,36.6049334
461,부석사자인당,경상북도,영주시,128.6874005,36.99984167
462,백연암,경상남도,진주시,128.0718475,35.20153357
463,학사암,경상남도,창원시 마산회원구,128.5080677,35.25460832
