,사업장명,시도명,시군구명,경도,위도
940,인제 내설악미술관,강원도,인제군,128.2525162588229,38.14276372912083
941,오랜미래신화미술관,강원도,원주시,127.78601434126014,37.338814291624885
942,오랜미래신화미술관,강원도,원주시,127.76887724507002,37.347384623449116
943,KT&G 상상마당 춘천 아트캘러리,강원도,춘천시,127.70172109589187,37.87107375699643
944,제천의병전시관,충청북도,제천시,128.19050055779854,37.129613107439305
945,강진미술관,전라남도,강진군,126.76805438846765,34.6415702348688
946,화순군립석봉미술관,전라남도,화순군,126.98682716771532,35.070548169536515
947,부천시립박물관,경기도,부천시,126.80196326740514,37.50991110674558
948,성주성산동고분군전시관,경상북도,성주군,128.29838398425608,35.903970741523864
949,대구보건대학교 보현박물관,경상남도,밀양시,128.92673985011712,35.484063271342094
950,현대어린이책미술관 MOKA GARDEN,경기도,남양주시,127.15193133638377,37.61335045025913
951,선화기독교미술관,충청남도,논산시,127.238296,36.2076987
952,KT&G 상상마당 부산미술관,부산광역시,부산진구,129.05643203501535,35.15148246321696
953,수원박물관,경기도,수원시,127.03436300851085,37.294974036108194
954,수원화성박물관,경기도,수원시,127.01857177630353,37.279829234809625
955,순성미술관,충청남도,당진시,126.7115710712123,36.84014824958786
956,구미성리학역사관,경상북도,구미시,128.3128355037442,36.1117279190817
957,세계조개박물관,전라남도,신안군,125.99544497859765,34.87523610502744
958,전남도립미술관,전라남도,광양시,127.58792337245158,34.96509401464883
959,유달미술관,전라남도,목포시,126.37689471221712,34.80679649642886
960,제주항일기념관,제주특별자치도,제주시,126.6419325002503,33.538871600146436
961,SN박물관,제주특별자치도,제주시,126.77772642941203,33.44077951486151
962,예나르공예박물관,제주특별자치도,제주시,126.2658373859661,33.337208670098384
963,포스코역사박물관,경상북도,포항시,129.38139765323731,35.99557212202679
964,포항바다화석박물관,경상북도,포항시,129.56555608243207,36.07380336517304
965,영일민속박물관,경상북도,포항시,129.34636142622693,36.10791637126111
966,포스코역사박물관,경상북도,포항시,129.38625852141902,35.99452623989426
967,포항시립미술관,경상북도,포항시,129.39072538444958,36.0634899779464
968,보경사성보박물관,경상북도,포항시,129.3053107236992,36.2603654168678
969,국립전주박물관,전라북도,전주시,127.08895452127986,35.798529931013995
970,전주역사박물관,전라북도,전주시,127.0926003952715,35.79814582903846
971,전주대학교박물관,전라북도,전주시,127.0875485961135,35.807919986391354
972,전주한지박물관,전라북도,전주시,127.09779489466415,35.84586707307287
973,전주전통술박물관,전라북도,전주시,127.15271121769794,35.81424483068884
974,예수병원의학박물관,전라북도,전주시,127.13439608639047,35.81153666461065
975,전주전통술박물관,전라북도,전주시,127.15271121769794,35.81424483068884
976,전북대학교부속박물관,전라북도,전주시,127.12881036368306,35.845182617800454
977,교동미술관,전라북도,전주시,127.15032004618486,35.81270777976072
978,어진박물관,전라북도,전주시,127.14872842306588,35.81266363760948
979,누벨백미술관,전라북도,전주시,127.10416373385242,35.815132503906476
980,창조자연사박물관,경기도,시흥시,126.78571619464431,37.43095760367836
981,소전미술관,경기도,시흥시,126.78547230588744,37.448439836771094
982,시흥오이도박물관,경기도,시흥시,126.68968306842345,37.33215692991364
983,청주시립미술관,충청북도,청주시,127.47758515187031,36.63199131031225
984,청주시립대청호미술관,충청북도,청주시,127.493715,36.5071075
985,디자인코리아뮤지엄,경기도,성남시,127.12265222666812,37.410424011816886
986,재단법인 중남미 문화원 병설 박물관,경기도,고양시,126.904194,37.7092688
987,배다리박물관,경기도,고양시,126.8454973315496,37.6557220264872
988,증권박물관,경기도,고양시,126.78543953670638,37.635940721353755
989,배다리 박물관,경기도,고양시,126.84594373338709,37.65544955056866
990,민속전시관,경기도,고양시,126.77925957238051,37.66745596193007
991,목암미술관,경기도,고양시,126.92104026091015,37.71561663716171
992,배다골민속박물관,경기도,고양시,126.84685240738838,37.628297704530254
993,아람미술관,경기도,고양시,126.77386645772528,37.65877450600367
994,유진민속박물관,경기도,고양시,126.86502972041086,37.64311881153575
995,(주)일산씨월드-한화 아쿠아플라넷 일산,경기도,고양시,126.75467545265396,37.66077233903805
996,포마자동차디자인미술관,경기도,고양시,126.89565402684993,37.589033612701186
997,고양어린이박물관,경기도,고양시,126.82984082970957,37.62671209683886
998,고양 어린이박물관,경기도,고양시,126.82984082970957,37.62671209683886
999,고양가와지볍씨박물관,경기도,고양시,126.870061,37.6497625
1000,토지주택박물관,경기도,성남시,127.12036050296965,37.351489251301125
1001,신구대학박물관,경기도,성남시,127.16726168581856,37.44598353536739
1002,성남아트센터 큐브미술관,경기도,성남시,127.13074095324858,37.39987138002257
1003,신구대학교 우촌박물관,경기도,성남시,127.16726168581856,37.44598353536739
1004,판교박물관,경기도,성남시,127.09480198922854,37.39818749118467
1005,판교박물관,경기도,성남시,127.09480198922854,37.39818749118467
1006,현대어린이책미술관 MOKA,경기도,성남시,127.111235379089,37.39002414422624
1007,미누현대미술관,경기도,성남시,127.14873536968095,37.44225095762779
1008,신구대학교식물원 갤러리 우촌,경기도,성남시,127.080915,37.4335432
1009,왈츠와 닥터만 커피박물관,경기도,남양주시,127.3376107855989,37.589239223377625
1010,서호미술관,경기도,남양주시,127.35054066995615,37.630008161588066
1011,자연사박물관우석헌,경기도,남양주시,127.16022222926259,37.69530343332705
1012,예당국악박물관,경기도,남양주시,127.16771133914057,37.587246515506514
1013,우석헌자연사박물관,경기도,남양주시,127.16012515409969,37.69510257738788
1014,서호미술관,경기도,남양주시,127.35054066995615,37.630008161588066
1015,목멱박물관,경기도,남양주시,127.25425856747565,37.54000118250306
1016,프라움 악기박물관,경기도,남양주시,127.22659858734811,37.56559049946709
1017,덕소자연사박물관,경기도,남양주시,127.2298151216414,37.576965585575365
1018,모란미술관,경기도,남양주시,127.3233557754293,37.64786117860606
1019,미호박물관,경기도,남양주시,127.17984260387892,37.589947013785334
1020,남양주역사박물관,경기도,남양주시,127.2436731122653,37.54359163873021
1021,한강뮤지엄,경기도,남양주시,127.2359090037483,37.55066744589965
1022,현대어린이책미술관 MOKA GARDEN,경기도,남양주시,127.15193133638377,37.61335045025913
1023,고양 로봇박물관,경기도,고양시,126.85366290832044,37.688113699701454
1024,전주현대미술관,전라북도,전주시,127.14343897914276,35.81101668483996
1025,청목미술관,전라북도,전주시,127.14484434963197,35.820171509897484
1026,미술관 솔,전라북도,전주시,127.14564408942186,35.81837896642954
1027,여주곤충박물관,경기도,여주시,127.6623896524068,37.257040287385635
1028,목아박물관,경기도,여주시,127.68733681380988,37.285820272649346
1029,여성생활사박물관,경기도,여주시,127.70744413943062,37.24031733064354
1030,죽포미술관,경기도,여주시,127.44178668385511,37.407339921712435
1031,여주미술관테마파트&갤러리,경기도,여주시,127.63607231776409,37.26207385696625
1032,옹청박물관,경기도,여주시,127.4479586194574,37.38702287156811
1033,독립기념관,충청남도,천안시,127.22360585630118,36.77972070952494
1034,도계민화미술박물관,충청남도,천안시,127.17172503465358,36.790377037748506
1035,리각 미술관,충청남도,천안시,127.19073551821604,36.82127733156049
1036,백석대학교 기독교박물관,충청남도,천안시,127.18496937596692,36.83716443564506
1037,도계민화박물관,충청남도,천안시,127.1714415384146,36.7900019711915
1038,천안시립미술관,충청남도,천안시,127.22535939032517,36.753340004316875
1039,독립기념관,충청남도,천안시,127.222648,36.7836726
1040,천안박물관,충청남도,천안시,127.16206588971478,36.784265340383165
1041,천안흥타령관,충청남도,천안시,127.16462355631967,36.78232071825058
1042,유관순열사기념관,충청남도,천안시,127.30675873564998,36.75634951050862
1043,석오이동녕기념관,충청남도,천안시,127.23805767597939,36.7876559898324
1044,돌석도예박물관,경기도,안양시,126.904576,37.3790279
1045,안양박물관,경기도,안양시,126.918296,37.4183677
1046,김중업박물관,경기도,안양시,126.918296,37.4183677
1047,명칭,경기도,부천시,126.795147,37.4859817
1048,한국만화박물관,경기도,부천시,126.7458049587302,37.50929512084363
1049,부천펄벅기념관,경기도,부천시,126.78085770768116,37.47262836068939
1050,부천수석박물관,경기도,부천시,126.799003,37.5025488
1051,부천로보파크전시관,경기도,부천시,126.76336689575703,37.51408819642762
1052,부천활박물관,경기도,부천시,126.79815291631137,37.500376783561066
1053,용주사효행박물관,경기도,화성시,126.98439563510404,37.11126624028842
1054,수원대학교 박물관,경기도,화성시,126.974074,37.2130763
1055,엄미술관,경기도,화성시,126.9784584295565,37.20280805463621
1056,제암리 3.1운동 순국기념관,경기도,화성시,126.89103736264755,37.123426502451835
1057,소다미술관,경기도,화성시,127.00521073280733,37.199020823250656
1058,화성시 역사박물관,경기도,화성시,126.928235894079,37.130702608551616
1059,지도박물관,경기도,수원시,127.05410199672767,37.2729503172536
1060,경기대학교소성박물관,경기도,수원시,127.03444792307786,37.298981200300624
1061,세주묘엄박물관,경기도,수원시,127.03725858314387,37.28818870328085
1062,해움미술관,경기도,수원시,127.0141961572645,37.26951129777612
1063,부천시립박물관,경기도,부천시,126.80196326740514,37.50991110674558
1064,경남대학교박물관,경상남도,마산시,128.555112,35.1843405
1065,해군사관학교 박물관,경상남도,진해시,128.65742835286798,35.14122966616482
1066,마산시립문신미술관,경상남도,마산시,128.569276,35.2067699
1067,경남도립미술관,경상남도,창원시,128.68995938119562,35.23722667850068
1068,대산미술관,경상남도,창원시,128.7433524181444,35.34219210897735
1069,창원대학교 박물관,경상남도,창원시,128.6912193060679,35.244025226573214
1070,마산시립박물관,경상남도,창원시,128.5682877006526,35.202832054622206
1071,창원역사민속관,경상남도,창원시,128.6799145068367,35.24211543133136
1072,웅천도요지전시관,경상남도,창원시,128.8152569381539,35.12475289873951
1073,수원광교박물관,경기도,수원시,127.05039969378534,37.29368327112336
1074,이주대학교 도구박물관,경기도,수원시,127.04458323322442,37.2813409614021
1075,수원시립아이파크미술관,경기도,수원시,127.01496661521712,37.27994686595777
1076,수원박물관,경기도,수원시,127.03436300851085,37.294974036108194
1077,수원화성박물관,경기도,수원시,127.01857177630353,37.279829234809625
1078,용인시박물관,경기도,용인시,127.15315920619096,37.27095110263874
1079,용인문화유적전시관,경기도,용인시,127.15315920619096,37.27095110263874
1080,용인문화유적전시관,경기도,용인시,127.15315920619096,37.27095110263874
1081,용인문화유적전시관,경기도,용인시,127.15315920619096,37.27095110263874
1082,용인문화유적전시관,경기도,용인시,127.15315920619096,37.27095110263874
1083,근현대사미술관담다,경기도,용인시,127.13587572923694,37.274431680240255
1084,대성동고분박물관,경상남도,김해시,128.87288443996215,35.23462994517879
1085,인제대학교 박물관,경상남도,김해시,128.90031505321937,35.24761075362989
1086,김해한림박물관,경상남도,김해시,128.79371514147158,35.29159747823229
1087,클레이아크김해미술관,경상남도,김해시,128.74409552993504,35.247698435785004
1088,김해문화의 전당 윤슬미술관,경상남도,김해시,128.8690379400276,35.24087865337747
1089,김해민속박물관,경상남도,김해시,128.87495020072566,35.232471780473126
1090,진영문화의집,경상남도,김해시,128.73229278179403,35.30160151006799
1091,안동문화의집,경상남도,김해시,128.9169243954176,35.2328942171528
1092,김해목재문화체험장,경상남도,김해시,128.80681898974893,35.177052377617194
1093,김해분청도자박물관,경상남도,김해시,128.7450235469548,35.248780036363854
1094,김해 화포천습지 생태학습관,경상남도,김해시,128.7876828614761,35.30797940413832
1095,김해시수도박물관,경상남도,김해시,128.8223184597582,35.28126301631883
1096,김해문화의집,경상남도,김해시,128.8859055787801,35.22603150000767
1097,성호박물관,경기도,안산시,126.86278387925265,37.33435066915973
1098,이풀실내정원,경기도,안산시,126.88850974879718,37.30789632099573
1099,경기도박물관,경기도,용인시,127.10894382990998,37.26531997289122
1100,삼성교통박물관,경기도,용인시,127.21714711917863,37.29753175643428
1101,둥지박물관,경기도,용인시,127.32367049399802,37.13807823494827
1102,단국대학교 석주선기념박물관,경기도,용인시,127.1264186525918,37.318587538103664
1103,삶의 이야기가 있는 집,경기도,용인시,127.29524846622729,37.17066797632114
1104,삼성화재교통박물관,경기도,용인시,127.21714711917863,37.29753175643428
1105,명지대학교박물관,경기도,용인시,127.199864,37.2211397
1106,한국민속촌박물관,경기도,용인시,127.12235831921313,37.25660483493357
1107,한국등잔박물관,경기도,용인시,127.17693653809312,37.33368613724654
1108,삼성교통박물관,경기도,용인시,127.21714711917863,37.29753175643428
1109,용인대학교 박물관,경기도,용인시,127.16738435035928,37.22392133825274
1110,호암미술관,경기도,용인시,127.19079473505974,37.29077527540707
1111,경희대 혜정박물관,경기도,용인시,127.07816269668322,37.242442472394615
1112,백남준 아트센터,경기도,용인시,127.10894382990998,37.26531997289122
1113,마가미술관,경기도,용인시,127.1919286865453,37.32900408642079
1114,신세계 한국상업사박물관,경기도,용인시,127.18033957174998,37.1474031874618
1115,한국미술관,경기도,용인시,127.13117399945472,37.306212428084194
1116,예아리박물관,경기도,용인시,127.36290266220843,37.138809367197474
1117,신영숙콜렉션,경기도,용인시,127.08898015759475,37.27470697901557
1118,안젤리미술관,경기도,용인시,127.23067451215476,37.18164718022923
1119,설민민화박물관,경기도,용인시,127.27628372086755,37.18651993521055
1120,안산 어촌민속전시관,경기도,안산시,126.64539320899276,37.189804375034925
1121,안산 향토사료관,경기도,안산시,126.8473241509708,37.29594627700233
1122,맥아트미술관,경기도,안산시,126.60118879014665,37.217866005348895
1123,유리섬미술관,경기도,안산시,126.60118879014665,37.217866005348895
1124,종이미술관,경기도,안산시,126.5755767626445,37.22170025221835
1125,김홍도미술관,경기도,안산시,126.85015583572113,37.31375087589971
1126,외할머니의 부엌,경기도,김포시,126.53827737531135,37.64722462076244
1127,덕포진교육박물관,경기도,김포시,126.538699,37.6506312
1128,김포시독립운동기념관,경기도,김포시,126.629622,37.6533403
1129,김포 다도박물관,경기도,김포시,126.57365831994866,37.73485538662414
1130,보름산미술관,경기도,김포시,126.76014080124426,37.59352322414397
1131,보름산미술관,경기도,김포시,126.76014080124426,37.59352322414397
1132,CICA미술관,경기도,김포시,126.59711820608709,37.60551629703268
1133,청주고인쇄박물관,충청북도,청주시,inf,inf
1134,청주백제유물전시관,충청북도,청주시,127.46855956132539,36.64945778675375
1135,예뿌리 민속박물관,충청북도,청주시,127.597875,36.5828319
1136,청주대학교박물관,충청북도,청주시,127.495188,36.6508498
1137,충북대학교박물관,충청북도,청주시,127.455085,36.6300312
1138,한국잠사박물관,충청북도,청주시,127.382235,36.6393607
1139,한국교원대학교 교육박물관,충청북도,청주시,127.36510486152547,36.6033827531456
1140,운보미술관,충청북도,청주시,127.5641211109507,36.68944427732568
1141,신미술관,충청북도,청주시,127.475716,36.6378266
1142,쉐마미술관,충청북도,청주시,127.499677,36.6950219
1143,우민아트센터,충청북도,청주시,127.48828365603208,36.641774060023565
1144,청주시한국공예관,충청북도,청주시,127.49237,36.6561871
1145,스페이스몸 미술관,충청북도,청주시,127.43200717110504,36.624022577038936
1146,mM ArtCenter,경기도,평택시,126.85447136862818,36.99016689140651
1147,단국역사관,경기도,용인시,127.49237,36.6561871
