,사업장명,시도명,시군구명,위경도
2128,홈플러스(주)춘천점,강원도,춘천시,"[37.8478709350593, 127.7339406144837]"
2129,롯데쇼핑(주)롯데마트 석사점,강원도,춘천시,"[37.86384903824473, 127.75842604737716]"
2130,춘천서부시장,강원도,춘천시,"[37.882070396619184, 127.72380690696275]"
2131,엠에스리테일,강원도,춘천시,"[37.888383614290355, 127.75787172513445]"
2132,롯데슈퍼 인천만수가맹점,인천광역시,남동구,"[37.448188388153284, 126.72708748407985]"
2133,탑스빌웰빙타운,인천광역시,서구,"[37.5978812, 126.66747]"
2134,신세계 이마트 검단점,인천광역시,서구,"[37.58262914629442, 126.67583534300168]"
2135,홈플러스 가좌점,인천광역시,서구,"[37.494870142350585, 126.66995137221377]"
2136,주식회사 케이씨씨글라스 홈씨씨 인천점,인천광역시,서구,"[37.51268568641555, 126.64634067120075]"
2137,(주)농협유통 하나로마트 가좌점,인천광역시,서구,"[37.491196969161685, 126.68578593409669]"
2138,롯데쇼핑(주)롯데슈퍼신현점,인천광역시,서구,"[37.51340796880023, 126.66739543254764]"
2139,롯데쇼핑 (주) 롯데마트 청라점,인천광역시,서구,"[37.528152865290615, 126.64618042135636]"
2140,홈플러스 인천 청라점,인천광역시,서구,"[37.52956850619845, 126.64785518287951]"
2141,검단공구상가,인천광역시,서구,"[37.59122131194682, 126.61192481007213]"
2142,(주)대명화학 유통사업부 인천점,인천광역시,서구,"[37.50753771958983, 126.64698530281122]"
2143,청라스퀘어세븐,인천광역시,서구,"[37.529545002493464, 126.64088060885943]"
2144,스타필드 안성,경기도,안성시,"[36.99162007236565, 127.14673897843083]"
2145,노브랜드 안성시장점,경기도,안성시,"[37.00405118247319, 127.26973291661857]"
2146,롯데쇼핑(주)롯데마트안성점,경기도,안성시,"[37.005059222079964, 127.19881437397885]"
2147,(주)이마트 안성점,경기도,안성시,"[37.009969440355405, 127.25518831980419]"
2148,서안성농협 하나로마트,경기도,안성시,"[37.0070662975548, 127.17138780882733]"
2149,안성축산농협 하나로마트,경기도,안성시,"[36.98592974809214, 127.26700771207649]"
2150,(주)지에스리테일 안성점,경기도,안성시,"[37.00337612136918, 127.27353600411244]"
2151,(주)이마트안성,경기도,안성시,"[37.009969440355405, 127.25518831980419]"
2152,홈플러스(주)익스프레스 군포부곡점,경기도,군포시,"[37.32203571954642, 126.9437411014157]"
2153,홈플러스(주)익스프레스 군포수리산역점,경기도,군포시,"[37.346742957210324, 126.92568309548682]"
2154,홈플러스(주)익스프레스 군포오금점,경기도,군포시,"[37.34908752011467, 126.92417105188986]"
2155,홈플러스(주)익스프레스 산본점,경기도,군포시,"[37.369021770292306, 126.93401367905744]"
2156,(주)이마트에브리데이 당동점,경기도,군포시,"[37.34833765414606, 126.94434086688769]"
2157,뉴코아아울렛 산본점,경기도,군포시,"[37.35326894386396, 126.92922961470134]"
2158,디퍼의류타운,경기도,군포시,"[37.360650102572066, 126.93181384736747]"
2159,(주)이마트 산본점,경기도,군포시,"[37.35837031558654, 126.93071482492529]"
2160,동두천농협하나로마트,경기도,동두천시,"[37.89712923705972, 127.05145493605025]"
2161,홈플러스(주)익스프레스동두천지행점,경기도,동두천시,"[37.88933642825281, 127.05180627809158]"
2162,롯데쇼핑(주)롯데슈퍼 산본2동점,경기도,군포시,"[37.37006445304402, 126.92977979021717]"
2163,LOTTE FITIN 산본점,경기도,군포시,"[37.35505471076972, 126.92989996140321]"
2164,트레이더스 홀세일 클럽 군포점,경기도,군포시,"[37.33737685913467, 126.93390905085651]"
2165,롯데슈퍼전곡점,경기도,연천군,"[38.025454869133846, 127.06547706373848]"
2166,복대시장,충청북도,청주시 흥덕구,"[36.632235554919866, 127.44802872302552]"
2167,사직종합시장,충청북도,청주시 서원구,"[36.633600516743854, 127.47685788902747]"
2168,봉명상가,충청북도,청주시 흥덕구,"[36.63926166691846, 127.46439077804348]"
2169,현대종합상가,충청북도,청주시 상당구,"[36.62599038172835, 127.50213925246321]"
2170,금관시장,충청북도,청주시 흥덕구,"[36.63108063426898, 127.44814753862342]"
2171,(주)이마트청주점,충청북도,청주시 서원구,"[36.6011733, 127.474609]"
2172,(주)건영상가시장,충청북도,청주시 상당구,"[36.60998331868801, 127.50287822385893]"
2173,대우메가폴리스시장,충청북도,청주시 흥덕구,"[36.62421600008873, 127.42985219576926]"
2174,쥬네쓰시장,충청북도,청주시 상당구,"[36.63248828422493, 127.48728530623517]"
2175,충북산업용재유통단지,충청북도,청주시 청원구,"[36.6733071, 127.479379]"
2176,홈플러스(주) 청주성안점,충청북도,청주시 상당구,"[36.63353269332394, 127.4851676572949]"
2177,드림플러스,충청북도,청주시 흥덕구,"[36.623414198833295, 127.4304280266218]"
2178,홈플러스(주)청주점,충청북도,청주시 흥덕구,"[36.612676936592614, 127.44150009265894]"
2179,그랜드플라자,충청북도,청주시 청원구,"[36.663957448101144, 127.49422675629924]"
2180,청주파비뇽아울렛,충청북도,청주시 흥덕구,"[36.65095232939653, 127.4542539039896]"
2181,홈플러스(주) 오창점,충청북도,청주시 청원구,"[36.71025914046345, 127.4274064294264]"
2182,씨유쇼핑몰,충청북도,청주시 상당구,"[36.633156561376275, 127.48868311753337]"
2183,롯데쇼핑(주) 롯데마트상당점,충청북도,청주시 상당구,"[36.617655916967934, 127.51532983028564]"
2184,홈플러스(주) 동청주점,충청북도,청주시 청원구,"[36.663957448101144, 127.49422675629924]"
2185,롯데쇼핑(주)롯데슈퍼율량점,충청북도,청주시 청원구,"[36.666564923887286, 127.48760001720953]"
2186,(주)농협유통 하나로마트 산남점,충청북도,청주시 서원구,"[36.60930327547746, 127.4716045816166]"
2187,(주)농협유통 하나로마트 분평점,충청북도,청주시 서원구,"[36.60531343336357, 127.48717827023005]"
2188,(주)이마트에브리데이 탑동점,충청북도,청주시 상당구,"[36.62910103583202, 127.49996530177161]"
2189,(주)이마트에브리데이 모충동점,충청북도,청주시 서원구,"[36.61929668354128, 127.48426120012496]"
2190,홈플러스(주)익스프레스 청주개신점,충청북도,청주시 서원구,"[36.618472737615065, 127.44613850998932]"
2191,홈플러스(주)익스프레스 수곡점,충청북도,청주시 서원구,"[36.61593176142119, 127.47939935379648]"
2192,(주)지에스리테일 청주봉명점,충청북도,청주시 흥덕구,"[36.63917479285074, 127.46035418080098]"
2193,홈플러스 익스프레스 청주 용암점,충청북도,청주시 상당구,"[36.60771187445209, 127.50289213469104]"
2194,현대백화점 충청점,충청북도,청주시 흥덕구,"[36.64200372969412, 127.42545412894948]"
2195,롯데쇼핑(주)롯데쇼핑프라자 청주점,충청북도,청주시 흥덕구,"[36.642369946675785, 127.42077347727245]"
2196,지웰시티몰 Ⅱ,충청북도,청주시 흥덕구,"[36.64026995424226, 127.42838449877327]"
2197,(주)지에스리테일 청주점,충청북도,청주시 서원구,"[36.61320227109615, 127.47138188754224]"
2198,(주)지에스리테일 청주사직점,충청북도,청주시 서원구,"[36.62819547235387, 127.46665525732368]"
2199,롯데쇼핑(주)롯데마트 청주점,충청북도,청주시 흥덕구,"[36.624022787021225, 127.43117394753756]"
2200,신라쇼핑쎈타,충청북도,청주시 서원구,"[36.63081059142557, 127.46204911289139]"
2201,서문공설시장,충청북도,청주시 상당구,"[36.6339761, 127.485353]"
2202,북부시장,충청북도,청주시 청원구,"[36.6484009, 127.48589]"
2203,남부상가시장,충청북도,청주시 서원구,"[36.6205216, 127.489964]"
2204,중앙시장,충청북도,청주시 상당구,"[36.63662803189896, 127.48837452291056]"
2205,(주)큰길 여산휴게소,전라북도,익산시,"[36.0443234, 127.110068]"
2206,(주)큰길 여산휴게소,전라북도,익산시,"[35.9477306, 126.973275]"
2207,롯데쇼핑(주)롯데마트 익산점,전라북도,익산시,"[35.956328214989355, 126.97321817009095]"
2208,(주)이마트 익산점,전라북도,익산시,"[35.92785289950262, 126.95718649396834]"
2209,홈플러스(주) 익산점,전라북도,익산시,"[35.95616022404708, 126.97148875055342]"
2210,노브랜드 엔터식스한양대점,서울특별시,성동구,"[37.553735040853894, 127.03940185402034]"
2211,롯데슈퍼오룡가맹점,전라남도,무안군,"[34.80452182433273, 126.48763799571157]"
2212,오창할인마트,충청북도,청주시 청원구,"[36.736796213936664, 127.4498596904088]"
2213,영등포 중흥 에스클래스,서울특별시,영등포구,"[37.520648503447575, 126.88548996522918]"
2214,롯데프레시 대구구지점,대구광역시,달성군,"[35.65542696373521, 128.419006777731]"
2215,인천 스타트업파크,인천광역시,연수구,"[37.38507348078748, 126.63905155771415]"
2216,다농엘마트,충청북도,청주시 흥덕구,"[36.658519436960624, 127.43599971201016]"
2217,춘천 센트럴타워 푸르지오 프리미엄몰,강원도,춘천시,"[37.86623968719649, 127.71989717301967]"
2218,GS THE FRESH 압구정점,서울특별시,강남구,"[37.526006947121004, 127.03472424068343]"
2219,맘마마트 천안점,충청남도,천안시 서북구,"[36.797438640309274, 127.11597405989154]"
2220,엘마트,경기도,구리시,"[37.609914766906584, 127.14006480395626]"
2221,홈플러스익스프레스 도곡2점,서울특별시,강남구,"[37.480008935955254, 127.0425644828207]"
2222,GS THE FRESH 평촌어바인점,경기도,안양시 동안구,"[37.36908651811503, 126.95490952732845]"
2223,파미어스몰,경기도,성남시 수정구,"[37.409308939817315, 127.09729632026064]"
2224,GS THE FRESH 방학신동아점,서울특별시,도봉구,"[37.65734010391292, 127.02658726874296]"
2225,AK PLAZA 광명점,경기도,광명시,"[37.41599917951344, 126.88186141366202]"
2226,엘시티 더 몰,부산광역시,해운대구,"[35.15777776175773, 129.1679160440734]"
2227,(주)이마트에브리데이 인천도화점,인천광역시,미추홀구,"[37.4672999367885, 126.6643798789204]"
2228,홈플러스익스프레스 뚝섬2점,서울특별시,성동구,"[37.544784598465334, 127.04346624626528]"
2229,트레이더스 홀세일 클럽 동탄점,경기도,화성시,"[37.19075610746424, 127.0963093126319]"
2230,홈플러스(주),경상북도,문경시,"[36.58454691800276, 128.1894432361471]"
2231,군포송정 풍산리치안 플랫몰,경기도,군포시,"[37.31289162119593, 126.92309355884848]"
2232,GS THE FRESH 마포염리점,서울특별시,마포구,"[37.550228021102924, 126.94693517784579]"
2233,오산 원동 상점가,경기도,오산시,"[37.141837787492335, 127.07007990782103]"
2234,홈플러스(주) 안동점,경상북도,안동시,"[36.559805996161096, 128.72870309275353]"
2235,부산 오시리아 테마파크 판매시설,부산광역시,기장군,"[35.191836065158185, 129.2139122836108]"
2236,GS THE FRESH 용산해링턴점,서울특별시,용산구,"[37.523178174094305, 126.96670436499674]"
2237,이마트 봉선점,광주광역시,남구,"[35.11964500932574, 126.91521909864403]"
2238,롯데쇼핑(주) 롯데슈퍼 봉선점,광주광역시,남구,"[35.12336619630741, 126.91318496039888]"
2239,주식회사 이마트 둔산점,대전광역시,서구,"[36.35358845083541, 127.37737466167223]"
2240,디지털타운,대전광역시,서구,"[36.366552987136735, 127.37976063752477]"
2241,로데오타운,대전광역시,서구,"[36.34453757788761, 127.3871958601653]"
2242,스타게이트씨네몰,대전광역시,서구,"[36.361908, 127.378929]"
2243,패션월드,대전광역시,서구,"[36.34915100539535, 127.3519925330533]"
2244,홈플러스(주) 익스프레스 괴정점,대전광역시,서구,"[36.33061379231265, 127.38165678840956]"
2245,테크노월드,대전광역시,서구,"[36.36655634169209, 127.37919972131424]"
2246,(주)이마트 트레이더스 월평점,대전광역시,서구,"[36.354918348854085, 127.36216423467842]"
2247,홈플러스(주) 익스프레스 용문점,대전광역시,서구,"[36.335083615620285, 127.39264456910671]"
2248,(주)세이디에스탄방점,대전광역시,서구,"[36.34441752578987, 127.3880447022942]"
2249,(주)프러스퍼러티,대전광역시,서구,"[36.34909132821991, 127.37860918139873]"
2250,도마시장,대전광역시,서구,"[36.3177282, 127.371711]"
2251,유천종합시장,대전광역시,서구,"[36.3153307, 127.383281]"
2252,한민시장,대전광역시,서구,"[36.3337548, 127.381978]"
2253,LK마트(빌딩),대전광역시,서구,"[36.330626004145, 127.38802828977228]"
2254,한민재래시장,대전광역시,서구,"[36.3361823, 127.380932]"
2255,내동종합시장,대전광역시,서구,"[36.330072, 127.381058]"
2256,성원시장,대전광역시,서구,"[36.301264118753195, 127.35002766731864]"
2257,갈마한양프라자,충청북도,충주시,"[36.97167, 127.808729]"
2258,보라시장,대전광역시,서구,"[36.35115629480184, 127.37646070167615]"
2259,둔산종합시장,대전광역시,서구,"[36.356328010452806, 127.39638669293223]"
2260,무지개종합시장,대전광역시,서구,"[36.30277789120112, 127.36561370897128]"
2261,(주) 한화갤러리아 타임월드,대전광역시,서구,"[36.34908577631202, 127.37723068681447]"
2262,(주)경성건설쇼핑,대전광역시,서구,"[36.341927470989994, 127.37606058517841]"
2263,샤크존,대전광역시,서구,"[36.341927470989994, 127.37606058517841]"
2264,샤크존,대전광역시,서구,"[36.34545831213022, 127.38536011911695]"
2265,트레이더스 홀세일 클럽 월평점,대전광역시,서구,"[36.354918348854085, 127.36216423467842]"
2266,선사엔조이,대전광역시,서구,"[36.35862888231993, 127.3776143928486]"
2267,경성쇼핑상가,대전광역시,서구,"[36.341927470989994, 127.37606058517841]"
2268,황실코아,대전광역시,서구,"[36.358185445936776, 127.37093479928916]"
2269,복수삼익목화,충청북도,충주시,"[36.97100159221972, 127.80927056130184]"
2270,둔산전자타운,대전광역시,서구,"[36.3373589146824, 127.39300989478564]"
2271,(주)세이브존아이앤씨대전점,대전광역시,서구,"[36.35119179770685, 127.3966242971624]"
2272,롯데백화점 대전점,대전광역시,서구,"[36.337867102631385, 127.38875113060985]"
2273,리틀파워존,대전광역시,서구,"[36.2981487499928, 127.33461065675529]"
2274,대전도매시장,대전광역시,동구,"[36.3314034, 127.429725]"
2275,대전상가,대전광역시,동구,"[36.319035479662, 127.43581282557865]"
2276,(주)중앙메가프라자,대전광역시,동구,"[36.323966723481675, 127.43314610714847]"
2277,신 중앙시장,대전광역시,동구,"[36.32453536102604, 127.43282249544683]"
2278,가양시장,대전광역시,동구,"[36.343475893998885, 127.44239556459806]"
2279,삼성테스코(주) 홈플러스 동대전점,대전광역시,동구,"[36.351067793798116, 127.43655026608381]"
2280,홈플러스(주) 대전가오점,대전광역시,동구,"[36.30417486991559, 127.45720759704228]"
2281,패션아일랜드 대전점,대전광역시,동구,"[36.30417486991559, 127.45720759704228]"
2282,가양시장,대전광역시,동구,"[36.343475893998885, 127.44239556459806]"
2283,대전도매시장,대전광역시,동구,"[36.327271767180385, 127.431987298147]"
2284,롯데쇼핑(주) 롯데마트 동대전점,대전광역시,동구,"[36.32663579465048, 127.44098549597565]"
2285,아리랑프라자,대전광역시,동구,"[36.34454207983096, 127.42891276640844]"
2286,홈플러스(주)대전가오점,대전광역시,동구,"[36.30417486991559, 127.45720759704228]"
2287,(주)이마트 대전터미널점,대전광역시,동구,"[36.347621475441095, 127.43582628679621]"
2288,(주)이마트 대전터미널점,대전광역시,동구,"[36.347621475441095, 127.43582628679621]"
2289,롯데쇼핑(주) 롯데슈퍼 용방점,대전광역시,동구,"[36.325769371882295, 127.45383338646604]"
2290,(주)롯데프레시용운점,대전광역시,동구,"[36.320295007994545, 127.4603555341209]"
2291,자유도매시장,대전광역시,동구,"[36.3273772, 127.43418]"
2292,지하상가,대전광역시,동구,"[36.3278462770967, 127.43043843902305]"
2293,자유도매시장,대전광역시,동구,"[36.32643814053718, 127.43124318939975]"
2294,(주) 동아종합시장,대전광역시,동구,"[36.3463233, 127.450326]"
2295,평화시장,대전광역시,동구,"[36.3411369, 127.43449]"
2296,삼우프라자,대전광역시,동구,"[36.3463233, 127.450326]"
2297,중앙메가프라자,대전광역시,동구,"[36.323966723481675, 127.43314610714847]"
2298,아리랑프라자,대전광역시,동구,"[36.34454207983096, 127.42891276640844]"
2299,평화시장,대전광역시,동구,"[36.33837931172977, 127.4336810762317]"
2300,대전상가,대전광역시,동구,"[36.319035479662, 127.43581282557865]"
2301,신가양종합시장,대전광역시,동구,"[36.33979127082915, 127.44228352240312]"
2302,대전역전지하상가,대전광역시,동구,"[36.3278462770967, 127.43043843902305]"
2303,중앙도매시장,대전광역시,동구,"[36.32501285360224, 127.4325516871838]"
2304,(주)이마트 대전터미널점,대전광역시,동구,"[36.347621475441095, 127.43582628679621]"
2305,이마트 대전터미널점,대전광역시,동구,"[36.347621475441095, 127.43582628679621]"
2306,패션아일랜드 대전점,대전광역시,동구,"[36.30417486991559, 127.45720759704228]"
2307,홈플러스(주) 동대전점,대전광역시,동구,"[36.351067793798116, 127.43655026608381]"
2308,홈플러스(주)대전가오점,대전광역시,동구,"[36.30417486991559, 127.45720759704228]"
2309,용호시장,부산광역시,남구,"[35.11225008138157, 129.11191317994084]"
2310,용호 삼성시장,부산광역시,남구,"[35.121102773929934, 129.10967337014543]"
2311,하이타운상가백화점,부산광역시,남구,"[35.13082653820865, 129.08663629314685]"
2312,대연시장,부산광역시,남구,"[35.13290310842091, 129.0875530594988]"
2313,새감만종합시장,부산광역시,남구,"[35.1135652788068, 129.0807476017383]"
2314,용당한신아파트상가시장,부산광역시,남구,"[35.12023903745753, 129.09632032498567]"
2315,(주) 이마트 문현점,부산광역시,남구,"[35.14154199880687, 129.06339427082705]"
2316,홈플러스(주) 부산감만점,부산광역시,남구,"[35.11868790297402, 129.08145687094492]"
2317,홈플러스(주) 익스프레스 메트로시티점,부산광역시,남구,"[35.125436940186916, 129.1114931815976]"
2318,홈플러스(주) 익스프레스 문현점,부산광역시,남구,"[35.1401608191747, 129.0705574840921]"
2319,탑마트 감만점,부산광역시,남구,"[35.1135652788068, 129.0807476017383]"
2320,롯데쇼핑(주)롯데슈퍼대연점,부산광역시,남구,"[35.133110743574015, 129.0901651521875]"
2321,농협하나로마트 용호점,부산광역시,남구,"[35.109090884607156, 129.10969797748385]"
2322,(주)메가마트 문현점,부산광역시,남구,"[35.1347834242337, 129.07177064790594]"
2323,롯데쇼핑(주)롯데슈퍼 문현점,부산광역시,남구,"[35.13306646322053, 129.06973869962184]"
2324,비아이에프씨몰(BIFC Mall),부산광역시,남구,"[35.14401534430854, 129.06488296312125]"
2325,W 스퀘어,부산광역시,남구,"[35.13067299447537, 129.11185292217417]"
2326,다보네가구,부산광역시,남구,"[35.105475222798184, 129.11258111260423]"
2327,동산오차드힐 상가,부산광역시,금정구,"[35.271670089242704, 129.08983780278507]"
2328,(주)이마트 금정점,부산광역시,금정구,"[35.24741670381148, 129.0897548861812]"
2329,NC 부산대점,부산광역시,금정구,"[35.23068353951028, 129.07951315847487]"
2330,(주)서원유통 부곡점,부산광역시,금정구,"[35.220340304499935, 129.08968367987168]"
2331,(주)서원유통 탑마트 금사점,부산광역시,금정구,"[35.21437727118707, 129.11020744318816]"
2332,남산(농수산)시장,부산광역시,금정구,"[35.26748772619541, 129.0883280713091]"
2333,(주)GS리테일 부산장전점,부산광역시,금정구,"[35.224379320308316, 129.08187777597485]"
2334,봉화제1상설시장,경상북도,봉화군,"[36.8903395, 128.735459]"
2335,롯데쇼핑(주)롯데슈퍼함양점,경상남도,함양군,"[35.518563018873984, 127.73008337753448]"
2336,아라시장,경상남도,함안군,"[35.2759961, 128.40622]"
2337,군북시장,경상남도,함안군,"[35.2611448, 128.346639]"
2338,칠원시장,경상남도,함안군,"[35.305697, 128.519885]"
2339,역전시장,경상남도,마산시,"[35.22763994242905, 128.57402584771359]"
2340,양곡시장,경상남도,창원시,"[35.19780515610257, 128.62753269797008]"
2341,중앙시장,경상남도,창원시,"[35.2274014, 128.676068]"
2342,양덕종합시장,경상남도,마산시,"[35.21907725764564, 128.59032617953733]"
2343,구암형대시장,경상남도,마산시,"[35.24553215443011, 128.59074607281525]"
2344,반송종합시장,경상남도,창원시 성산구,"[35.2349304, 128.671225]"
2345,대동씨코아종합상가시장,경상남도,마산시,"[35.176976842930664, 128.56161076189113]"
2346,자산경남상가시장,경상남도,마산시,"[35.20357559664709, 128.5640437316752]"
2347,명곡종합상가,경상남도,창원시,"[35.2485025, 128.646235]"
2348,부림시장,경상남도,마산시,"[35.205519, 128.572612]"
2349,유신종합상가,경상남도,창원시,"[35.204774642328154, 128.625895534032]"
2350,홈플러스 진해점,경상남도,창원시 진해구,"[35.15042012500431, 128.69028345606685]"
2351,(주)신세계이마트마산점,경상남도,마산시,"[35.195072176123844, 128.56888617144656]"
2352,(주)대현프리몰 창원점,경상남도,창원시 마산회원구,"[35.235905267569784, 128.58186893179908]"
2353,홈플러스 마산점,경상남도,창원시 마산회원구,"[35.21987458696586, 128.5848946272832]"
2354,롯데쇼핑(주) 롯데마트맥스 창원중앙점,경상남도,창원시 성산구,"[35.222717823966555, 128.67938473908723]"
2355,홈플러스(주)익스프레스 마산양덕점,경상남도,창원시 마산회원구,"[35.2262570375469, 128.58382767968567]"
2356,홈플러스(주) 익스프레스 석전점,경상남도,창원시 마산회원구,"[35.22892175002775, 128.577470713421]"
2357,홈플러스(주) 익스프레스 마산호계점,경상남도,창원시 마산회원구,"[35.263783953151254, 128.5227388458528]"
2358,롯데쇼핑(주)롯데슈퍼 합천점,경상남도,합천군,"[35.56107320029304, 128.15983496664452]"
2359,지에스 더프레시(GS THE FRESH) 토월점,경상남도,창원시 성산구,"[35.213900089447726, 128.69120721551295]"
2360,(주)GS지에스리테일 마산점,경상남도,창원시 마산합포구,"[35.17712942407046, 128.5599691952442]"
2361,(주)GS지에스리테일 마산회원점,경상남도,창원시 마산회원구,"[35.21667738696574, 128.57027300243695]"
2362,(주)지에스리테일 대방점,경상남도,창원시 성산구,"[35.205981123944554, 128.70648934177123]"
2363,(주)GS지에스리테일 진해여좌점,경상남도,창원시 진해구,"[35.15009650823914, 128.6607362996661]"
2364,반송아이필프라자,경상남도,창원시 성산구,"[35.233098305604706, 128.67058731976084]"
2365,서원유통(탑마트),경상남도,창원시,"[35.257786956979615, 128.61353709871705]"
2366,창원그린피아상가,경상남도,창원시,"[35.2216971, 128.676038]"
2367,정우새어시장,경상남도,마산시,"[35.201325102628346, 128.57786831142528]"
2368,프라자1번가시장,경상남도,마산시,"[35.20430535859044, 128.58054750391275]"
2369,창원코아상가,경상남도,창원시,"[35.21769284301012, 128.67862128227947]"
2370,(주)기산프라쟈,경상남도,마산시,"[35.20248231409649, 128.5799441667533]"
2371,워너비마산점시장,경상남도,마산시,"[35.203186491286495, 128.57732448432597]"
2372,(주)신마산시장,경상남도,마산시,"[35.17829895237262, 128.56081978995303]"
2373,(주)아람마트 창원점,경상남도,창원시,"[35.237186187622434, 128.661687073271]"
2374,상남시장,경상남도,창원시,"[35.219418407823525, 128.6825084976161]"
2375,가음시장대상가,경상남도,창원시 성산구,"[35.20516744058784, 128.69621919433308]"
2376,홈플러스 창원점,경상남도,창원시 의창구,"[35.23134349065298, 128.64282991833736]"
2377,롯데백화점 창원점,경상남도,창원시,"[35.221765870282425, 128.68105808704698]"
2378,(주)신세계 마산점,경상남도,마산시,"[35.216825649248726, 128.5855063468244]"
2379,(주) 이마트 창원점,경상남도,창원시 성산구,"[35.22358944748753, 128.67909367131887]"
2380,롯데쇼핑(주) 롯데마트 마산점,경상남도,마산시,"[35.178565569370235, 128.55987670526295]"
2381,롯데슈퍼 마산자산점,경상남도,창원시 마산합포구,"[35.19903324362566, 128.55789011307473]"
2382,자유시장,경상남도,마산시,"[35.20616762444145, 128.57939776734813]"
2383,서마시장,경상남도,마산시,"[35.24676280168033, 128.59876043250878]"
2384,회성종합시장,경상남도,마산시,"[35.23025380409945, 128.55804801003669]"
2385,역전통합시장,경상남도,마산시,"[35.23335696013044, 128.57857191998542]"
2386,낙원상가,경상남도,창원시,"[35.2380028, 128.666048]"
2387,경창상가,경상남도,창원시,"[35.2201825, 128.679335]"
2388,부림상시장,경상남도,마산시,"[35.205519, 128.572612]"
2389,양덕중앙시장,경상남도,마산시,"[35.229864999242636, 128.58330438675748]"
2390,소계시장,경상남도,창원시,"[35.256778, 128.598982]"
2391,합성시장,경상남도,마산시,"[35.2198247, 128.557018]"
2392,롯데종합상가,경상남도,창원시,"[35.2356212, 128.685112]"
2393,교방주공시장(주),경상남도,마산시,"[35.2198247, 128.557018]"
2394,대동그린코아상가,경상남도,창원시,"[35.24190036357348, 128.66913091234468]"
2395,토월복합상가,경상남도,창원시,"[35.2280548, 128.691952]"
2396,대방덕산상가,경상남도,창원시,"[35.21001053657161, 128.70570049612573]"
2397,대동훼미리종합상가,경상남도,창원시,"[35.20826931863559, 128.70800887252858]"
2398,성원3차종합상가,경상남도,창원시 성산구,"[35.212049629708105, 128.70602877197035]"
2399,(주)화인주택,경상남도,마산시,"[35.173436775459976, 128.55433299007606]"
2400,사파동성종합상가,경상남도,창원시,"[35.21679037746094, 128.70350082596943]"
2401,북마산중앙시장,경상남도,마산시,"[35.21328269521373, 128.57029522761061]"
2402,산호시장,경상남도,마산시,"[35.21554307165794, 128.58117201222822]"
2403,구암시장,경상남도,마산시,"[35.24676280168033, 128.59876043250878]"
2404,동마산시장,경상남도,마산시,"[35.23733530440953, 128.5867413654499]"
2405,회원상가시장,경상남도,마산시,"[35.21817512484861, 128.56960377278247]"
2406,동성올림픽타운,경상남도,창원시,"[35.21947906120942, 128.67685653285432]"
2407,창원기계공구상가,경상남도,창원시,"[35.23117002269268, 128.64012589296195]"
2408,대동중앙상가,경상남도,창원시,"[35.25216280386403, 128.61519725989285]"
2409,창원캔버라타운,경상남도,창원시,"[35.2212534, 128.676842]"
2410,봉곡진보프라자상가,경상남도,창원시,"[35.2468354, 128.662713]"
2411,성원그랜드종합상가,경상남도,창원시,"[35.213900089447726, 128.69120721551295]"
2412,대동백화점,경상남도,창원시 성산구,"[35.216692831949835, 128.6876297597096]"
2413,신세계 이마트 창원점,경상남도,창원시,"[35.22358944748753, 128.67909367131887]"
2414,신세계 이마트 창원점,경상남도,창원시,"[35.22358944748753, 128.67909367131887]"
2415,뉴코아아울렛 창원점,경상남도,창원시 의창구,"[35.231821612750764, 128.6411418862153]"
2416,신세계 이마트 창원점,경상남도,창원시,"[35.22358944748753, 128.67909367131887]"
2417,롯데쇼핑(주)롯데마트진해점,경상남도,진해시,"[35.15542014827896, 128.69789412845128]"
2418,반송아이필프라자,경상남도,창원시 성산구,"[35.233098305604706, 128.67058731976084]"
2419,내서농업협동조합 하나로마트,경상남도,마산시,"[35.251391571952986, 128.51136113589385]"
2420,동마산시장,경상남도,마산시,"[35.2400574, 128.587559]"
2421,롯데쇼핑(주) 롯데마트 시티세븐점,경상남도,창원시 성산구,"[35.237268834574444, 128.65203284399522]"
2422,City7 Mall,경상남도,창원시 성산구,"[35.237268834574444, 128.65203284399522]"
2423,(주)신세계마트 이마트 마산점,경상남도,마산시,"[35.195072176123844, 128.56888617144656]"
2424,(주) 이마트 마산점,경상남도,창원시 마산합포구,"[35.195072176123844, 128.56888617144656]"
2425,(주)대우인터내서널 대우백화점,경상남도,마산시,"[35.19865064256065, 128.57254239749497]"
2426,롯데백화점 마산점,경상남도,마산시,"[35.19865064256065, 128.57254239749497]"
2427,강릉서부시장,강원도,강릉시,"[37.752327887602895, 128.88996156975853]"
2428,사) 동부시장,강원도,강릉시,"[37.75724773816145, 128.9000632226097]"
2429,사) 동부시장,강원도,강릉시,"[37.75724773816145, 128.9000632226097]"
2430,(사)강릉서부시장번영회,강원도,강릉시,"[37.752327887602895, 128.88996156975853]"
2431,사단법인 강릉중앙시장번영회,강원도,강릉시,"[37.751261900080856, 128.89778028723163]"
2432,주) 주문진시장,강원도,강릉시,"[37.8907767, 128.827935]"
2433,주) 포남시장,강원도,강릉시,"[37.8907767, 128.827935]"
2434,사)청송상가시장,강원도,강릉시,"[37.76996599816262, 128.91331899539517]"
2435,사)노암한라시장,강원도,강릉시,"[37.741986047702206, 128.9010573125016]"
2436,강릉 씨네몰,강원도,강릉시,"[37.75294199186469, 128.8978369518468]"
