,체험지명,시도명,시군구명,경도,위도
7382,온샘코리아,대구,서구,128.5440036,35.86475774
7383,아늑한공방,대구,서구,128.5611481,35.86787939
7384,가죽공방otot,대구,서구,128.5497424,35.86230209
7385,붓든남자,대구,서구,128.5626113,35.86064036
7386,센트바스켓,대구,서구,128.5460346,35.85766749
7387,이율공방,대구,서구,128.5464334,35.85956108
7388,루미유니 아뜰리에,대구,서구,128.5608471,35.86201232
7389,김기경도예전시장,대구,서구,128.5659361,35.8661193
7390,하모니공방,대구,서구,128.5609438,35.86129915
7391,포레스트공방,대구,달서구,128.5609769,35.85801854
7392,가람기획,대구,달서구,128.5622587,35.85722599
7393,태화TEXTILE,대구,달서구,128.5653062,35.85998799
7394,플러스자수,대구,달서구,128.565725,35.85786663
7395,몽블링,대구,달서구,128.5662434,35.85771389
7396,꼼지락공방,대구,달서구,128.5665372,35.85779026
7397,쓰임팩토리,대구,달서구,128.5550596,35.85657775
7398,예쁜손,대구,서구,128.5640514,35.8668846
7399,215스튜디오,대구,달서구,128.5691834,35.85697803
7400,비오토프갤러리,대구,달서구,128.5701313,35.85721796
7401,홍시공방,대구,달서구,128.5537869,35.85449724
7402,민화공방한음,대구,서구,128.5541403,35.86777922
7403,목련작업실,대구,달서구,128.5525022,35.85389657
7404,별고양이네작업실,대구,달서구,128.5706867,35.85613744
7405,탐하다,대구,서구,128.5507577,35.86736156
7406,다솜공방,대구,서구,128.5505716,35.86735945
7407,미,대구,서구,128.5678674,35.88721155
7408,마로니공예,대구,서구,128.567167,35.87487951
7409,대성산업,대구,북구,128.5591824,35.89298833
7410,기시히,대구,서구,128.5568594,35.87887048
7411,정일금속,대구,북구,128.5622001,35.8932591
7412,통파치가죽공방,대구,서구,128.5551495,35.8727378
7413,핸드메이드#,대구,서구,128.5634694,35.87602981
7414,우리옷나라,대구,북구,128.573666,35.89014011
7415,나무와나이테,대구,서구,128.5631181,35.87483225
7416,공예교실,대구,서구,128.5497045,35.86797171
7417,우창펀칭,대구,북구,128.5692767,35.89852682
7418,모즈,대구,달서구,128.5240256,35.86113792
7419,짚풀나라,대구,북구,128.5188739,35.89670586
7420,노곡자수,대구,서구,128.5386846,35.86272541
7421,한울한지공예,대구,달서구,128.522226,35.85901599
7422,레인보우얼음조각,대구,달서구,128.5284428,35.85745285
7423,올리브공방,대구,달성군,128.497557,35.8742294
7424,위드니즈,대구,북구,128.51226,35.90178531
7425,삐에르 핸즈,대구,달서구,128.5217889,35.85474375
7426,더솜,대구,달서구,128.5223987,35.85601116
7427,이레생활도자기,대구,달서구,128.5218227,35.85489111
7428,셀아트,대구,달서구,128.5311191,35.85524879
7429,인형마루,대구,달서구,128.5213984,35.8545207
7430,공방잼재미,대구,달서구,128.5213706,35.85451655
7431,열린기획,대구,달성군,128.496103,35.86956781
7432,뚝딱마녀,대구,달서구,128.5315939,35.85415054
7433,자동차공방,대구,달서구,128.5228016,35.85970799
7434,모아나공방,대구,북구,128.5106598,35.8971375
7435,가야공방,NaN,NaN,128.537185,35.86085759
7436,떡공방무뉴,대구,달서구,128.5326991,35.85636049
7437,두바보공방,대구,북구,128.5494275,35.89774649
7438,소소한날 대구죽전점,대구,달서구,128.5400715,35.85504334
7439,미온,대구,달서구,128.5455702,35.85564407
7440,라온제이가죽공방,대구,달서구,128.5422106,35.85341274
7441,영아POP,대구,달서구,128.5430209,35.85341675
7442,강주현화실,대구,달서구,128.5364619,35.85298897
7443,니트갤러리,대구,달서구,128.5468524,35.85468947
7444,켈리의재봉틀,대구,달서구,128.545105,35.85460112
7445,글모아POP,대구,달서구,128.5345899,35.8522307
7446,대구화실아틀리에,대구,달서구,128.5332242,35.85212918
7447,모모공방,대구,달서구,128.5358636,35.85146826
7448,다온향기,대구,달서구,128.5441921,35.85216532
7449,한국창작종이문화원 대구달서지부,대구,달서구,128.5338725,35.85187759
7450,꿈꾸는나무공방,대구,달서구,128.5345108,35.85065288
7451,콤마레진,대구,달서구,128.5464376,35.85174354
7452,우드다인목공방,대구,달서구,128.5396065,35.84948828
7453,워너비니팅,대구,달서구,128.5436056,35.84931801
7454,아트마켓,대구,달서구,128.536497,35.84866839
7455,로맨틱무드,대구,달서구,128.5459231,35.85010285
7456,황실 생활자수&십자수,대구,달서구,128.5475643,35.85093962
7457,언제나 봄,대구,달서구,128.5393266,35.84680373
7458,누리공방,대구,북구,128.581648,35.88639012
7459,도자기공방 노원,대구,북구,128.5768959,35.88844234
7460,파크드림갤러리,대구,북구,128.5836096,35.88880456
7461,대성정공,대구,북구,128.5801934,35.88937043
7462,토닮공예,대구,북구,128.5868586,35.89179671
7463,스튜디오달,대구,북구,128.5868595,35.89228242
7464,뜨임새,대구,북구,128.5870371,35.89313795
7465,딜쿠샤캔들,대구,북구,128.5942233,35.88528664
7466,수아재&준아트,대구,북구,128.5870434,35.89278643
7467,도자기공방 정원,대구,북구,128.5899795,35.89324051
7468,미이소작업실,대구,북구,128.5868587,35.89180032
7469,안녕캔들,대구,북구,128.5937835,35.88190419
7470,이삭줍는도자기,대구,북구,128.5936738,35.88195701
7471,아트하우스,대구,북구,128.5936632,35.88192561
7472,늘품체험공방,대구,북구,128.5957196,35.88281567
7473,오름공방,대구,북구,128.5899389,35.89342488
7474,바늘꽃그리다,대구,북구,128.5948466,35.88389782
7475,글쟁이POP출력소,대구,북구,128.5934503,35.88937366
7476,츄비올랑,대구,남구,128.6042396,35.85492986
7477,대구액자,대구,남구,128.5983299,35.85323158
7478,대구화방,대구,남구,128.5877228,35.85519886
7479,예담갤러리,대구,남구,128.5973483,35.84916335
7480,현대액자,대구,남구,128.5624535,35.83471631
7481,로지센티,대구,남구,128.5770833,35.85236703
7482,아미공방,대구,남구,128.5712252,35.8347344
7483,을갤러리,대구,남구,128.5986871,35.8530529
7484,구백육십도씨,대구,남구,128.5874944,35.85423315
7485,그림그린도자기공방,대구,남구,128.5962573,35.84757741
7486,아프로,대구,남구,128.5835047,35.84169407
7487,이상숙갤러리,대구,남구,128.5996053,35.85467707
7488,아트라미,대구,남구,128.5807301,35.8379584
7489,투유갤러리,대구,남구,128.5839122,35.85617194
7490,위드우드,대구,남구,128.5967422,35.84747545
7491,꿈을만드는공방 대구점,대구,남구,128.5608952,35.84075356
7492,까사데마마,대구,남구,128.5643916,35.83980333
7493,손재주공방,대구,남구,128.5769014,35.83351197
7494,팔라스가죽공방,대구,남구,128.5890634,35.84693745
7495,호미화방,대구,남구,128.5813027,35.85609818
7496,삼원종합액자,대구,남구,128.6027796,35.84718058
7497,로비니,대구,남구,128.5805451,35.8397352
7498,예솜 천연염색연구소,대구,남구,128.5771778,35.85082483
7499,이딸리가죽공방,대구,남구,128.5791982,35.85178955
7500,유마이러브,대구,남구,128.5812796,35.83670578
7501,동아화방,대구,남구,128.581447,35.85645314
7502,졸리쥬드,대구,남구,128.5727129,35.83189073
7503,로더바이미,대구,남구,128.5766094,35.83620483
7504,브릴란테 캔들 공방,대구,남구,128.575192,35.85048412
7505,윤서경캘리그라피,대구,남구,128.5909351,35.85508517
7506,팰러스가죽공방,대구,남구,128.5890637,35.84695367
7507,코믹샵,대구,남구,128.5877402,35.85562758
7508,소이월드,대구,남구,128.5781809,35.83871644
7509,르네,대구,남구,128.5921306,35.85154315
7510,권영교캘리그라피,대구,남구,128.5795351,35.85091641
7511,하얀소나무,대구,남구,128.5694906,35.83773988
7512,유아마이러브,대구,남구,128.5942876,35.84638612
7513,플루프스튜디오,대구,남구,128.5681743,35.83732541
7514,동아유리거울,대구,남구,128.559156,35.83671375
7515,그림방화랑표구사,대구,남구,128.5856818,35.84320092
7516,마벨블랑,대구,남구,128.6051904,35.85300583
7517,송현갤러리,대구,남구,128.5989497,35.85333778
7518,대한사,대구,남구,128.5986619,35.85312083
7519,팔공갤러리,대구,남구,128.5954451,35.85012853
7520,우드컨츄리,대구,남구,128.6039716,35.84877231
7521,덕영당,대구,남구,128.6001723,35.85518777
7522,골동품축제,대구,남구,128.5986967,35.85264546
7523,창의체험공작소,대구,남구,128.6031453,35.85479127
7524,예림방,대구,남구,128.5983213,35.853083
7525,애플비즈,대구,남구,128.6036782,35.84827519
7526,포레스트공방,대구,남구,128.6045583,35.85328101
7527,대봉옥션,대구,남구,128.5999615,35.85455707
7528,목고당,대구,남구,128.5982591,35.85411744
7529,고고당,대구,남구,128.598783,35.85319581
7530,올드앤뉴,대구,남구,128.6002039,35.85515941
7531,대호미술경매,대구,남구,128.5988912,35.85456141
7532,글마재,대구,남구,128.6001818,35.85521558
7533,수담,대구,남구,128.6045558,35.85491392
7534,바름화실,대구,남구,128.5971646,35.85595321
7535,석목화랑,대구,남구,128.5996973,35.85468495
7536,예가,대구,남구,128.5998452,35.85471632
7537,대경액자,대구,남구,128.5985808,35.8549251
7538,석향,대구,남구,128.5987081,35.85266333
7539,미도미술,대구,남구,128.600078,35.85484479
7540,실과 바늘 이야기,대구,남구,128.5955123,35.85088641
7541,퀼트홈하우스,대구,남구,128.603686,35.84866078
7542,락 이천점,대구,남구,128.599731,35.85454212
7543,문송갤러리,대구,남구,128.5999706,35.85517603
7544,가비공방,대구,남구,128.6036757,35.84880961
7545,신용도자,대구,남구,128.5991891,35.85456735
7546,민예원,대구,남구,128.5986696,35.85344604
7547,실&바늘스이야기,대구,남구,128.595249,35.85089261
7548,예목향,대구,남구,128.599271,35.85522951
7549,고려갤러리,대구,남구,128.6002803,35.85499619
7550,아름다운미술관,대구,남구,128.5986382,35.85370238
7551,우봉화랑,대구,남구,128.6000804,35.85474653
7552,갤러리품,대구,남구,128.597569,35.85199542
7553,배가공예,대구,남구,128.6048824,35.83376869
7554,우드팩토리,대구,남구,128.5998777,35.83595133
7555,이우석화실,대구,남구,128.601016,35.84402125
7556,거목당,대구,남구,128.5972399,35.84900168
7557,미쏘잉작업실,대구,남구,128.5986686,35.83823471
7558,커그데이,대구,남구,128.5923925,35.84504692
7559,도자예술창고,대구,남구,128.5965891,35.83276716
7560,혁필화가,대구,남구,128.5939319,35.83978273
7561,ㅅㄱㄴ,대구,남구,128.5999459,35.83587382
7562,예인,대구,남구,128.599747,35.84828796
7563,평일당,대구,남구,128.5992565,35.84921726
7564,천연의향기,대구,남구,128.5987354,35.83913857
7565,세진공예사,대구,남구,128.5994453,35.83602017
7566,더블유갤러리,대구,남구,128.5952054,35.84590084
7567,봉덕아뜰리에,대구,남구,128.6052907,35.84096159
7568,신사공예사,대구,남구,128.5972077,35.84308789
7569,예림공방,대구,남구,128.5987434,35.83799221
7570,메이플핸즈studio,대구,남구,128.5948435,35.85164955
7571,레츠아트,대구,남구,128.5901772,35.84684341
7572,세라미꼬 스튜디오,대구,남구,128.5888999,35.84518057
7573,마녀공예협동조합,대구,남구,128.5701511,35.83475745
7574,월소사군자화실,대구,남구,128.5674697,35.84718869
7575,액자창고,대구,남구,128.5839061,35.8442913
7576,델소노,대구,남구,128.5876041,35.84535991
7577,프롬지캔들,대구,남구,128.5781898,35.85229302
7578,02세라믹스튜디오,대구,남구,128.5844319,35.85391943
7579,라붐,대구,남구,128.5611606,35.83622272
7580,액자스토리,대구,남구,128.5839122,35.85617555
7581,참샘아트,대구,북구,128.5508396,35.92537894
7582,도공소,대구,북구,128.5488564,35.91912899
7583,현아트액자,대구,북구,128.58271,35.90063489
7584,자수노리,대구,북구,128.5655608,35.94937797
7585,아틀리에말리,대구,북구,128.5987112,35.88654084
7586,키큰나무공방,대구,북구,128.5677157,35.95007435
7587,조히로비,대구,북구,128.5756068,35.94763526
7588,제이레더가죽공방,대구,북구,128.5582164,35.93679636
7589,세진금속,대구,북구,128.5808145,35.90239456
7590,느루공작소,대구,북구,128.5549572,35.94690435
7591,우드다인,대구,북구,128.5337431,35.9330024
7592,맘스메이드,대구,북구,128.5655908,35.9499462
7593,한코두코뜨개방,대구,북구,128.5520309,35.93179678
7594,아름다운소잉 대구북구점,대구,북구,128.5748444,35.94741367
7595,선산액자,대구,북구,128.5996875,35.89620788
7596,대구십자수,대구,북구,128.5460735,35.9446203
7597,소소한작업실,대구,북구,128.5425649,35.9228326
7598,크레타아크릴페인팅 물망초,대구,북구,128.5671722,35.94926682
7599,유럽십자수,대구,북구,128.5676895,35.95009632
7600,봄의언덕,대구,북구,128.5683848,35.9495006
7601,도예공방 굄,대구,북구,128.5678509,35.94771882
7602,사슴꽃캘리,대구,북구,128.5674225,35.95015748
7603,꽃구름캔들,대구,북구,128.5689143,35.94993613
7604,재봉틀공방,대구,북구,128.5748324,35.94742464
7605,종이나무,대구,북구,128.5446541,35.93910558
7606,버블센트,대구,북구,128.5578349,35.93519728
7607,핸즈아트,대구,북구,128.5957438,35.88280543
7608,디큐아이웨어,대구,북구,128.5959752,35.88368728
7609,동백꽃상점,대구,북구,128.5954383,35.8886624
7610,성광금속공업사,NaN,NaN,128.5844883,35.8995562
7611,대보사,대구,북구,128.5832688,35.89793852
7612,취미는책,대구,북구,128.5954369,35.888648
7613,키키캔들,대구,북구,128.5987088,35.88653096
7614,하혜주아뜨리에,대구,북구,128.5622182,35.90967499
7615,연암공방,대구,북구,128.6054328,35.89964203
7616,마이더스핸드프린팅,대구,북구,128.6063556,35.8993233
7617,한땀핸즈,대구,북구,128.6042517,35.91969818
7618,달콤한스티치,대구,북구,128.6034427,35.91990274
7619,공방여울,대구,북구,128.6014686,35.9221576
7620,향기로하,대구,북구,128.5963937,35.91947223
7621,테디&퀼트,대구,북구,128.5958962,35.91924545
7622,예다움도자기공방,대구,북구,128.6025636,35.93178872
7623,더솜 도자기 공방,대구,북구,128.5963742,35.92500366
7624,말랑한스토리,대구,북구,128.5964254,35.92402434
7625,오늘,대구,북구,128.5964135,35.92552759
7626,동아공방,대구,북구,128.6009535,35.91968905
7627,색실공작소,대구,북구,128.5704847,35.94181798
7628,행복목공방,대구,북구,128.5701669,35.94155
7629,유니즈샵,대구,북구,128.5745606,35.94751742
7630,꼼지락점방,대구,북구,128.5698485,35.94169835
7631,김정기화실,대구,북구,128.569301,35.9376612
7632,핑크로켓,대구,북구,128.571092,35.94238045
7633,한땀,대구,북구,128.5702531,35.94181921
7634,쪼물딱공장,대구,북구,128.5714257,35.94439913
7635,요요작업실,대구,북구,128.5715233,35.9449061
7636,노을,대구,북구,128.571523,35.94489168
7637,숲에,대구,북구,128.5701618,35.9417375
7638,데이드레브,대구,북구,128.5696813,35.9438921
7639,쿠루스토리,대구,북구,128.5697501,35.94400654
7640,호작질다빈아트,대구,북구,128.5635452,35.9328017
7641,일상이화보,대구,북구,128.564602,35.94369529
7642,블루로즈아뜰리에,대구,북구,128.5677161,35.94875148
7643,손재주래,대구,북구,128.5677477,35.94905835
7644,장미울타리,대구,북구,128.5612852,35.93642846
7645,지음공방,대구,북구,128.5593925,35.92728308
7646,예뜰,대구,북구,128.5588951,35.92666955
7647,사람과개미화실,대구,북구,128.5540494,35.92538879
7648,해피손뜨게방,대구,북구,128.5555112,35.92721809
7649,해피초상화,대구,북구,128.5606647,35.93169654
7650,흙이랑,대구,북구,128.5537485,35.92807087
7651,TO앤티크,대구,북구,128.5544387,35.92773122
7652,영남공방&사랑방,대구,북구,128.55398,35.9276155
7653,해질녘공방,대구,북구,128.5474731,35.90993715
7654,풀꽃향기,대구,북구,128.5463039,35.91229789
7655,타임오프라탄,대구,북구,128.5472475,35.90978506
7656,소꿉,대구,북구,128.5471235,35.90910539
7657,통파치가죽공방,대구,북구,128.5458593,35.92075814
7658,다예장,대구,북구,128.5422938,35.91640192
7659,뜨개사랑방,대구,북구,128.5430434,35.9239691
7660,샌드슬로 도예공방,대구,북구,128.5528917,35.94425381
7661,수수한 가죽공방,대구,북구,128.5524991,35.93256841
7662,태웅조형,대구,북구,128.5539246,35.94714211
7663,수다공방,대구,북구,128.5561984,35.93921597
7664,마이자르,대구,북구,128.5508783,35.94618756
7665,유럽십자수,대구,북구,128.5461104,35.94469011
7666,이목목공방,대구,북구,128.5445145,35.94502967
7667,그림사랑화실,대구,북구,128.5448063,35.94311099
7668,소소한작업실,대구,북구,128.5468995,35.94145657
7669,칠곡민속품,대구,북구,128.5453871,35.94083805
7670,투게더미싱,대구,북구,128.5445779,35.94077006
7671,페이퍼트리,대구,북구,128.5446332,35.93917073
7672,토담,대구,북구,128.5612056,35.94207062
7673,마뜰,대구,북구,128.558137,35.937831
7674,앨리스의이상한공작소,대구,북구,128.5593447,35.93810728
7675,바이패브릭,대구,북구,128.5570436,35.93587079
7676,윤라라공방,대구,북구,128.5573834,35.93545546
7677,해담캘리아트,대구,북구,128.5421424,35.93445015
7678,으니공방 라탄스튜디오,대구,북구,128.5647176,35.95292863
7679,개화당스튜디오,대구,북구,128.5672514,35.94946043
7680,데코라,대구,북구,128.5673157,35.94979842
7681,레브쥬,대구,북구,128.567753,35.95039467
7682,모두의작업실,대구,북구,128.5675939,35.95069863
7683,황실 칠곡점,대구,북구,128.5486172,35.93049728
7684,어이선전통옹기,경북,칠곡군,128.5551515,35.97873895
7685,예성도예,경북,칠곡군,128.5554543,35.9817412
7686,수담도예,NaN,NaN,128.5715843,35.98512106
7687,시월공방,대구,북구,128.5593657,35.94250546
7688,문화나눔옻골,대구,북구,128.5890608,35.97064937
7689,풍경아트,대구,북구,128.5514501,35.93003265
7690,영남국악기공방,대구,북구,128.5518068,35.91613514
7691,라면공방 보건대점,대구,북구,128.5455579,35.92673299
7692,천연염색 미진공방,대구,북구,128.5427249,35.93198254
7693,이화떡공방,대구,북구,128.5574154,35.92985357
7694,하나공방,대구,서구,128.5658154,35.88271188
7695,빛담,대구,수성구,128.7045935,35.83172233
7696,오하이오목공방,대구,수성구,128.6386771,35.81849956
7697,선화표구사,대구,수성구,128.6401114,35.83927295
7698,이이요CeramicStudio,대구,수성구,128.6444087,35.85732891
7699,더쓰임스튜디오,대구,수성구,128.6279888,35.83089319
7700,앤의 프랑스자수,대구,수성구,128.6296158,35.83252833
7701,국제 갤러리,대구,수성구,128.6113837,35.84727455
7702,나라레메디공간,대구,수성구,128.6352798,35.82019854
7703,순도리공작소,대구,수성구,128.7086949,35.83421608
7704,토담도예공방,대구,수성구,128.6278304,35.8314234
7705,이화자수연구소,대구,수성구,128.6094188,35.82589237
7706,가죽공방9525,대구,수성구,128.6146673,35.83016639
7707,매그놀리아,대구,수성구,128.6244498,35.85834122
7708,구보도자기공방,대구,수성구,128.6112263,35.83604299
7709,거목아트,대구,수성구,128.6446354,35.81652757
7710,7월 나무공방,대구,수성구,128.6204269,35.8467492
7711,마로 퍼니처,대구,수성구,128.6310007,35.82028192
7712,소이아뜰리에,대구,수성구,128.6154638,35.83512189
7713,델로,대구,수성구,128.6230702,35.83872218
7714,갤러리문,대구,수성구,128.6188031,35.84255554
7715,갤러리 휴,대구,수성구,128.6130933,35.83025241
7716,라피네가죽공방,대구,수성구,128.6296181,35.8323706
7717,곰마루,대구,수성구,128.6375823,35.86094922
7718,트임,대구,수성구,128.619634,35.8097084
7719,향연캔들 대구점,대구,수성구,128.6262216,35.84910758
7720,지니뜨개마실,대구,수성구,128.640307,35.86058763
7721,아베크라룬,대구,수성구,128.6402705,35.85709532
7722,한국의향기,대구,수성구,128.6238259,35.85277339
7723,비누공방마이아로마,대구,수성구,128.6236709,35.85364058
7724,헤이지(HAZY)가죽공방,대구,수성구,128.639646,35.85800499
7725,서라벌표구사,대구,수성구,128.6393086,35.85796093
7726,쥬담,대구,수성구,128.6354712,35.85765819
7727,소피에뜰,대구,수성구,128.6346505,35.8568295
7728,퀼트로제,대구,수성구,128.627817,35.85351238
7729,대구안혜윤포슬린아틀리에,대구,수성구,128.6354475,35.85704574
7730,모네겔러리,대구,수성구,128.6338595,35.85668887
7731,지니맘핸드메이드,대구,수성구,128.6240549,35.85358313
7732,황실유럽자수 범어점,대구,수성구,128.6357309,35.85467369
7733,대구미싱공방신박의작업실,대구,수성구,128.6270534,35.85000017
7734,아트블라썸 범어스트리트점,대구,수성구,128.6270319,35.85907945
7735,힉스(hicks),대구,수성구,128.6344852,35.85842947
7736,제이아트공방,대구,수성구,128.637738,35.85748583
7737,숙이아트,대구,수성구,128.6393658,35.8568157
7738,심클래스,대구,수성구,128.6207262,35.85835727
7739,딜라이트,대구,수성구,128.6167787,35.85546374
7740,비누공방,대구,수성구,128.6215263,35.85052006
7741,한땀핸즈 수성구점,대구,수성구,128.6242727,35.85036671
7742,도매유리,대구,수성구,128.6158787,35.85415207
7743,투안느,대구,수성구,128.6174889,35.85075742
7744,그릇공방,대구,수성구,128.6206261,35.84930756
7745,미도리 공방,대구,수성구,128.6156117,35.85196318
7746,ici,대구,수성구,128.6227163,35.84894952
7747,느낌액자,대구,수성구,128.6157164,35.85150309
7748,그린아트,대구,수성구,128.6153524,35.85151249
7749,심강화실,대구,수성구,128.6144945,35.85330649
7750,송림미술사,대구,수성구,128.6140363,35.85669733
7751,느루 오브제,대구,수성구,128.6519055,35.8542604
7752,플라잉캔버스,대구,수성구,128.6423972,35.86242262
7753,three small pocket,대구,수성구,128.6516682,35.85456014
7754,쓰리스몰포켓,대구,수성구,128.6516608,35.85462873
7755,마틸다포슬린,대구,수성구,128.64059,35.85970786
7756,보니타,대구,수성구,128.6519,35.8507938
7757,도예랑공방,대구,수성구,128.6535168,35.85163215
7758,명품아트 안남숙갤러리,대구,수성구,128.6441313,35.85837262
7759,취밍,대구,수성구,128.6463359,35.86113234
7760,예나지나,대구,수성구,128.6505263,35.85949244
7761,J다비다,대구,수성구,128.6430137,35.86568622
7762,참빛한지방,대구,수성구,128.6517844,35.85167941
7763,토사랑,대구,수성구,128.640777,35.85975938
7764,퀼트마마,대구,수성구,128.6558783,35.85006138
7765,유화달화실,대구,수성구,128.6090968,35.85279587
7766,퀼트하우스,대구,수성구,128.6104362,35.85438646
7767,버블,대구,수성구,128.6112447,35.85167399
7768,쌤스튜디오,대구,수성구,128.6102553,35.85430868
7769,퀼트팜,대구,수성구,128.6103618,35.85431717
7770,유니베베,대구,수성구,128.6142179,35.85975517
7771,소소한공방,대구,수성구,128.6139614,35.84754273
7772,계절공방,대구,수성구,128.6193838,35.84803117
7773,진화실,대구,수성구,128.6096984,35.84849746
7774,미드나잇인센트,대구,수성구,128.6184806,35.8458013
7775,그녀의시간미엔느,대구,수성구,128.6201641,35.84710599
7776,갤러리에비뉴엘,대구,수성구,128.6238239,35.84534891
7777,미미살롱,대구,수성구,128.6386088,35.84434255
7778,손뜨개,대구,수성구,128.6335575,35.84234862
7779,욜로소잉카페,대구,수성구,128.6176601,35.8426196
7780,스튜디오플로레세르,대구,수성구,128.6206383,35.84136562
7781,메이릴리,대구,수성구,128.617923,35.84205014
7782,헤이지,대구,수성구,128.6260559,35.84912064
7783,데코인갤러리,대구,수성구,128.6393896,35.84549707
7784,아이도예,대구,수성구,128.617923,35.84205014
7785,레아아뜰리에,대구,수성구,128.6231053,35.84582271
7786,오세요페인트,대구,수성구,128.6261944,35.83519792
7787,예종미술창작공예,대구,수성구,128.6269473,35.83435146
7788,온기도자기공방,대구,수성구,128.6256242,35.83545795
7789,가죽공방땀,대구,수성구,128.6293758,35.83253429
7790,애플트리,대구,수성구,128.629436,35.83250284
7791,액자나라,대구,수성구,128.6100399,35.84118821
7792,아날로그트리,대구,수성구,128.6110701,35.83899363
7793,아델포슬린,대구,수성구,128.613104,35.8398026
7794,모모공방,대구,수성구,128.6090856,35.83783252
7795,쥬트아뜰리에 대구점,대구,수성구,128.6156292,35.83023276
7796,몽마공방,대구,수성구,128.6130163,35.82863859
7797,오리고꼬매고,대구,수성구,128.6119384,35.83131234
7798,꿈꾸는다락방,대구,수성구,128.6098737,35.83373166
7799,라비요도예공방,대구,수성구,128.6124048,35.83401582
7800,한땀핸즈,대구,수성구,128.6105893,35.83601368
7801,갤러리아림,대구,수성구,128.6125057,35.83785425
7802,라운갤러리,대구,수성구,128.6193815,35.83017504
7803,레브쥬캔들,대구,수성구,128.6181916,35.83587909
7804,석여갤러리,대구,수성구,128.6224781,35.83524546
7805,임갤러리,대구,수성구,128.6246524,35.83354716
7806,한영수화실&갤러리단석,대구,수성구,128.6105674,35.82523897
7807,전소영아뜰리에,대구,수성구,128.6103693,35.82458108
7808,한국종이문화원 지산교실,대구,수성구,128.6257004,35.83208574
7809,콤마룸,대구,수성구,128.6269528,35.83202013
7810,새벽공방,대구,수성구,128.626766,35.83213801
7811,한영수갤러리&화실,대구,수성구,128.6274937,35.83059801
7812,토이돌콩,대구,수성구,128.6262523,35.82718957
7813,이든공방,대구,수성구,128.626773,35.82537843
7814,모둠공방,대구,수성구,128.616943,35.81263011
7815,까만공방,대구,수성구,128.6206915,35.80866864
7816,마카다,NaN,NaN,128.6159718,35.8138408
7817,서유공방,대구,수성구,128.6249663,35.82294816
7818,러브컨템포러리아트,대구,수성구,128.6241645,35.82204343
7819,킴스갤러리,대구,수성구,128.6292147,35.82146322
7820,썬화랑,대구,수성구,128.6284472,35.82375712
7821,나래공방,대구,달성군,128.6223478,35.80301772
7822,손인아도예공방,대구,수성구,128.629001,35.82394607
7823,INSTORY,대구,수성구,128.6288169,35.82403147
7824,패션뜨게방,대구,수성구,128.6318743,35.8208531
7825,김시현서예술원,대구,수성구,128.6276722,35.82671346
7826,수성레더 대구본점,대구,수성구,128.6280863,35.82656547
7827,봄을수놓다,대구,수성구,128.6332784,35.81890918
7828,갤러리소이,대구,수성구,128.6347304,35.82081518
7829,VNF크래프트,대구,달성군,128.6230201,35.79881831
7830,홈앤촉,대구,수성구,128.6367693,35.81988268
7831,꿈꾸는다락방,대구,수성구,128.63352,35.82006387
7832,종이문화재단 대구수성종이문화교육원,대구,수성구,128.6330209,35.82399784
7833,시오갤러리,대구,수성구,128.6316925,35.82569742
7834,수도예공방,대구,수성구,128.6375873,35.81920109
7835,이음도예공방,대구,수성구,128.6384913,35.8186634
7836,봄날,대구,수성구,128.6322696,35.82729722
7837,하얀손글씨공방,대구,수성구,128.640592,35.82348199
7838,기억씨,대구,수성구,128.6395289,35.82430032
7839,김영호아트&갤러리,대구,수성구,128.6382935,35.82239232
7840,앨리스공방,대구,수성구,128.6373337,35.82489887
7841,솝위러브,대구,수성구,128.6397949,35.82432192
7842,다경옻칠공방,대구,수성구,128.6406226,35.82346355
7843,수영플라워공방,대구,수성구,128.6389414,35.82564743
7844,누비,대구,수성구,128.6366764,35.82381924
7845,공간일다,대구,수성구,128.6374756,35.82421387
7846,인사동,대구,수성구,128.6374216,35.82632508
7847,희야의소소한공방,대구,수성구,128.6416311,35.82085809
7848,꿈꾸는재봉틀,대구,수성구,128.6455752,35.81681749
7849,행복도자기,대구,수성구,128.6438409,35.81727017
7850,요베베,대구,수성구,128.6405877,35.81542402
7851,데코캔들공방,대구,수성구,128.6435248,35.81674912
7852,리코쏘잉,대구,수성구,128.6426069,35.81849097
7853,어울림아트,대구,수성구,128.6441228,35.81945789
7854,김미연한지공방,대구,수성구,128.6435183,35.82164332
7855,너는참예쁘다,대구,수성구,128.6464947,35.81676885
7856,소호화실,대구,수성구,128.6418833,35.81483861
7857,성지갤러리,대구,수성구,128.6968688,35.83621118
7858,해이솝,NaN,NaN,128.6937958,35.84069533
7859,공감굿즈,대구,수성구,128.6955869,35.83697182
7860,그담에,대구,수성구,128.6963681,35.83675803
7861,자연애공방,대구,수성구,128.6990666,35.84108679
7862,뵈뵈순,대구,수성구,128.6909457,35.83927294
7863,란즈스튜디오,대구,수성구,128.6933268,35.84039646
7864,수니소잉,대구,수성구,128.7024133,35.84274075
7865,라탄공방 나무랑풀이랑,대구,수성구,128.7042158,35.83967207
7866,나무놀이터,대구,수성구,128.7047586,35.83607516
7867,터치우드,대구,수성구,128.7078579,35.84436661
7868,예쁜실로뜨개방,대구,수성구,128.7081857,35.84241641
7869,와이와이상점,대구,수성구,128.7078792,35.84515209
