,체험지명,시도명,시군구명,경도,위도
17937,로뎀나무,강원,속초시,128.57786,38.20430993
17938,미묘화랑,강원,속초시,128.5804661,38.20767995
17939,봄씨테이블,강원,속초시,128.5776384,38.19727211
17940,안녕속초바다야,강원,속초시,128.595997,38.19219916
17941,내음공방,강원,속초시,128.5922817,38.20210365
17942,아틀리에209,강원,속초시,128.5915874,38.18992592
17943,세요공방,강원,속초시,128.5930227,38.18476638
17944,속초화실,강원,속초시,128.5885724,38.1885849
17945,지원공방,강원,속초시,128.5814013,38.2034164
17946,옆집도예방,강원,속초시,128.5922495,38.20198428
17947,속초공예,강원,속초시,128.5848047,38.20553606
17948,장미털실,강원,속초시,128.5835126,38.20496527
17949,사월의눈,강원,속초시,128.5970312,38.18781253
17950,미미네종이감기,강원,속초시,128.5902383,38.20451401
17951,나무에,강원,속초시,128.5481624,38.16522773
17952,바름라탄,강원,속초시,128.5893645,38.1883778
17953,이인재 아트갤러리,강원,속초시,128.5776384,38.19727211
17954,라메르라탄스튜디오,강원,속초시,128.5889615,38.18842469
17955,시나브로 손공예,강원,속초시,128.5701356,38.20647638
17956,설악공방,강원,속초시,128.5819407,38.19880145
17957,사부작공방,강원,속초시,128.5775233,38.1977547
17958,퀼트앤퀼트,강원,속초시,128.5909572,38.20418718
17959,장미수예점,강원,속초시,128.5902564,38.20450656
17960,연호하람맘의리본홀릭,강원,속초시,128.5885915,38.18883687
17961,달레베이킹스튜디오,강원,고성군,128.5757121,38.2255638
17962,설악목공예,강원,고성군,128.5775078,38.23304615
17963,원암화옥정광섭갤러리,강원,고성군,128.5160775,38.2116921
17964,제비화실,강원,고성군,128.5526546,38.27465195
17965,모꼬지,강원,양양군,128.5766946,38.12232908
17966,J스토리,강원,양양군,128.6254531,38.07966068
17967,알로하,강원,양양군,128.6256164,38.07833691
17968,설악오색가마터,강원,양양군,128.5084529,38.07570966
17969,피렌체 아카데미,강원,양양군,128.6141484,38.07429984
17970,양양수예점,강원,양양군,128.6231854,38.07502934
17971,하늘공방,강원,속초시,128.5751644,38.20768636
17972,은이랑공방,강원,속초시,128.5764828,38.20741283
17973,530공방,강원,고성군,128.5140213,38.21152677
17974,화우공방,강원,고성군,128.5164493,38.21332049
17975,공방게스트하우스,강원,고성군,128.5289491,38.31598796
17976,봄볕내리는날,강원,삼척시,129.1780661,37.27319293
17977,달샘공방,강원,삼척시,129.1899927,37.29613937
17978,유리나래,강원,삼척시,129.2414903,37.38491358
17979,국제액자,강원,삼척시,129.2269637,37.37806429
17980,나무공방,경북,울진군,129.3693119,37.12352731
17981,더휴공방,경북,울진군,129.3641488,37.10091178
17982,미드미엠스토리,경북,울진군,129.3707329,37.1027252
17983,연갤러리,경북,울진군,129.3316401,37.08958065
17984,그림바위예술발전소,강원,정선군,128.7875003,37.34418889
17985,밝은공방,강원,홍천군,128.1901059,37.71066561
17986,모꼬지공방,강원,홍천군,127.8855178,37.69215573
17987,아람도예,강원,홍천군,128.1802746,37.71886196
17988,비아트랩,강원,홍천군,127.9031166,37.6938683
17989,제이엠상사,강원,홍천군,127.9341842,37.68305725
17990,그리는사이,강원,홍천군,128.1857835,37.71183352
17991,홍천와야미술학교,강원,홍천군,128.1301659,37.8052577
17992,한국수공예기능인협회평생문화센터 홍천지부 예닮공방,강원,홍천군,127.8834016,37.69106074
17993,헬로퀄트,강원,홍천군,127.8793952,37.68589941
17994,선희정의한지공예,강원,홍천군,127.8987465,37.69289623
17995,라탄향,강원,홍천군,127.8869926,37.69318705
17996,매나니공방,강원,홍천군,127.8873591,37.69216532
17997,바늘과실타래,강원,홍천군,127.8861189,37.69121874
17998,우리빛깔,강원,홍천군,127.937457,37.67225144
17999,라탄아띠,강원,홍천군,127.8834004,37.69104813
18000,숲으로펜션공방,강원,홍천군,128.0883118,37.89303851
18001,이운선기타공방,강원,홍천군,127.8579489,37.64174481
18002,제나미술공방,강원,평창군,128.3783705,37.64264717
18003,미디어플라워,강원,평창군,128.3256557,37.58384339
18004,안경공방,강원,원주시,127.9816819,37.32315241
18005,도레아수제공방,강원,원주시,127.9823092,37.32722872
18006,반찬공방,강원,원주시,127.9712838,37.34142305
18007,동강누리협동조합,강원,영월군,128.4675051,37.15415699
18008,남씨네원두막 야외그네,강원,영월군,128.3141449,37.15913934
18009,온도감각,강원,영월군,128.4694723,37.1836666
18010,김삿갓공예,NaN,NaN,128.6022085,37.0795851
18011,비누벌레공방,강원,영월군,128.4691502,37.18290837
18012,수작을부리다,강원,영월군,128.4671187,37.182611
18013,진등재쉼터,강원,영월군,128.4029477,37.13043118
18014,미목공방,충북,단양군,128.4177719,37.05956294
18015,제천공예협동조합,충북,제천시,128.2860398,37.1230888
18016,영토공방,강원,영월군,128.5053057,37.24885019
18017,오라디저트카페공방,강원,영월군,128.4694955,37.1830032
18018,말랑떡공방,강원,영월군,128.4780313,37.18163564
18019,가본커피&공방,충북,단양군,128.4838819,37.07992568
18020,부석사나무작업실,경북,영주시,128.6823279,36.99531147
18021,홍톨,충북,제천시,128.223762,37.15629061
18022,제천한지공방,충북,제천시,128.2275849,37.15824768
18023,제천화방문구센터,충북,제천시,128.2126106,37.14231353
18024,광덕빗자루공예사,충북,제천시,128.2173156,37.1282961
18025,박해정의앨리스공방,충북,제천시,128.2268782,37.15575382
18026,도화민화갤러리,충북,제천시,128.2158872,37.12848375
18027,궁중매듭공예,충북,제천시,128.2277116,37.13252452
18028,인화공방,충북,제천시,128.216772,37.14100947
18029,단미라탄,충북,제천시,128.2256555,37.13412256
18030,중봉서실,충북,제천시,128.2232076,37.15157417
18031,달빛공방,충북,제천시,128.2206869,37.13810132
18032,도자기랑,충북,제천시,128.2242431,37.12796797
18033,옛그림자,충북,제천시,128.2156514,37.15594161
18034,엘리보석십자수 제천점,충북,제천시,128.213064,37.14230259
18035,청실당민화,충북,제천시,128.2179502,37.15468903
18036,수재샵 보석십자수 제천지점,충북,제천시,128.2139457,37.13895353
18037,청자,충북,제천시,128.2149552,37.14647739
18038,갤러리유니,충북,제천시,128.2126427,37.14228077
18039,고영화공예마을,충북,제천시,128.2146857,37.15728319
18040,비즈갤러리 제천점,충북,제천시,128.2121327,37.13888379
18041,제나레오스튜디오,충북,제천시,128.2145669,37.14471991
18042,미화모사,충북,제천시,128.2140998,37.13775001
18043,더꼼지락작업실,충북,제천시,128.2146549,37.14107444
18044,홍익아트센터,충북,제천시,128.2126196,37.14231164
18045,몽그미,충북,제천시,128.2117632,37.13928851
18046,동그라미,충북,제천시,128.211681,37.15995029
18047,데이즈데이,충북,제천시,128.2118977,37.14968834
18048,세종표구사,충북,제천시,128.2081994,37.13952582
18049,란팝&캘리그라피,충북,제천시,128.2092717,37.14340002
18050,갤러리마당,충북,제천시,128.2051815,37.13431269
18051,다온소품,충북,제천시,128.2112999,37.13662717
18052,연공예마을,충북,제천시,128.2082289,37.14704351
18053,해보리자수,충북,제천시,128.2112908,37.13662186
18054,리블리히,충북,제천시,128.209641,37.13944985
18055,나무그늘,충북,제천시,128.2113273,37.13665032
18056,까미하우스,충북,제천시,128.2090668,37.13392082
18057,퀼트박스,충북,제천시,128.2114757,37.14031049
18058,위드클레이,충북,제천시,128.2091984,37.14268357
18059,아마릴리스,충북,제천시,128.2112958,37.13665064
18060,나무이야기,충북,제천시,128.2113013,37.13671546
18061,한소향아트,충북,제천시,128.21136,37.13672927
18062,라화공방 장락점,충북,제천시,128.2255947,37.15853138
18063,점순이네공방,충북,제천시,128.2325604,37.16641406
18064,이쁜가구즐거운공방,충북,제천시,128.2112144,37.16372846
18065,하오개그림터,강원,평창군,128.5497019,37.52988462
18066,류경갤러리,강원,평창군,128.4237488,37.56295976
18067,행복담기 목공방,강원,평창군,128.3894567,37.40059747
18068,나비손아뜰리에,강원,평창군,128.5568645,37.63551369
18069,그릇굽는집,강원,평창군,128.5970352,37.67847805
18070,금강공예사,강원,평창군,128.5701427,37.65419527
18071,정선석공예단지,강원,정선군,128.7201792,37.35428292
18072,공예체험갤러리쉼팩토리,강원,정선군,128.6918703,37.31843353
18073,손노리협동조합,강원,정선군,128.6677075,37.37275033
18074,한지나루,강원,철원군,127.4175122,38.2499266
18075,숲속예술학교,강원,화천군,127.7104494,38.17020706
18076,목재문화체험관,강원,양구군,128.0742484,38.19026413
18077,퀼트카페소담,강원,양구군,127.9888719,38.108305
18078,마젠타,강원,양구군,127.9716358,38.13642832
18079,하늘내린공예,강원,인제군,128.1746755,38.06475504
18080,다니아뜰리에,강원,인제군,128.1730892,38.06966983
18081,낭구소리,강원,인제군,128.1977341,38.08935749
18082,목화공방스테이,강원,인제군,128.4047024,37.96459539
18083,미천골한옥펜션,강원,양양군,128.5038913,37.95236767
18084,해담은은공방,강원,양양군,128.5267675,37.98140124
18085,란이의꼼지락통,강원,고성군,128.4658846,38.37970562
18086,바다지기공방카페,강원,양양군,128.6841397,38.05219494
18087,설해원 면역공방,강원,양양군,128.6618015,38.05197424
18088,오네마루,충북,옥천군,127.6028699,36.36137638
18089,공원화방,충북,청주시,127.49106,36.63264924
18090,모브제,충북,청주시,127.4752884,36.64722317
18091,목공방 하루,충북,청주시,127.4719577,36.63028078
18092,아름드리액자,충북,청주시,127.4817471,36.61085467
18093,다호디자인 우든펜공방,충북,청주시,127.5638825,36.6908925
18094,리본공방,충북,청주시,127.4959659,36.6577361
18095,어계원갤러리,충북,청주시,127.4735167,36.64607137
18096,선인당 민속품경매장,충북,청주시,127.4958556,36.5759229
18097,오네로,충북,청주시,127.4746891,36.6454179
18098,스마일뜨개방,충북,청주시,127.4774801,36.63632698
18099,다온메이드,충북,청주시,127.4892667,36.63479049
18100,취묵향공방,충북,음성군,127.639858,36.93394105
18101,옥천미래경매장,충북,옥천군,127.544776,36.32196966
18102,따숨갤러리,충북,청주시,127.5072855,36.62036375
18103,토요공방,충북,청주시,127.5214563,36.68541962
18104,레더가든 가죽공방,충북,충주시,127.9223507,36.99484892
18105,순수화방,충북,청주시,127.4533067,36.63300793
18106,예랑가죽공방,충북,청주시,127.4928193,36.66310365
18107,오성액자,충북,청주시,127.4933147,36.6671134
18108,공간유리액자,충북,청주시,127.4722935,36.63034613
18109,창의야놀자,충북,청주시,127.514284,36.6655036
18110,루브아공방,충북,청주시,127.4739863,36.64460607
18111,태양표구화랑,충북,청주시,127.4654056,36.63544119
18112,예당액자,충북,청주시,127.4810929,36.62932329
18113,안젤라목공방,충북,청주시,127.4753016,36.67228701
18114,청주액자,충북,청주시,127.4592445,36.64104128
18115,갤러리아리아,충북,청주시,127.4788593,36.6103851
18116,아트센터,충북,충주시,127.9201769,36.980476
18117,다도향,충북,괴산군,127.8117115,36.74016756
18118,브이누랩,충북,청주시,127.4902102,36.64041325
18119,마벨 아뜰리에,충북,청주시,127.4916127,36.64573223
18120,마크라메 홍연,충북,청주시,127.5186459,36.62907562
18121,아기자기손뜨개,충북,청주시,127.4866514,36.67050741
18122,영프레임,충북,충주시,127.9349999,36.9738753
18123,도두공방,충북,청주시,127.4876614,36.63768429
18124,청곡화랑,충북,청주시,127.4687389,36.63933541
18125,하우프플레이스,충북,청주시,127.487959,36.63841298
18126,비오케이,충북,청주시,127.4388718,36.63452181
18127,밑그림,충북,청주시,127.4904594,36.63421247
18128,무궁화표구사,충북,청주시,127.4457811,36.62858474
18129,동방필방,충북,청주시,127.4886189,36.62356148
18130,하우즈잇,충북,청주시,127.4614726,36.63177627
18131,권퀼트,충북,청주시,127.4915069,36.63242572
18132,제로공방,충북,청주시,127.4989833,36.66776382
18133,한국화랑표구사,충북,청주시,127.4837972,36.64842346
18134,나무와새,충북,청주시,127.4807129,36.63078825
18135,도롱골,충북,청주시,127.661581,36.67042105
18136,공드림,충북,청주시,127.4987443,36.63191084
18137,이니피아,충북,청주시,127.4881337,36.63526372
18138,광선표구사,충북,청주시,127.4943112,36.62772284
18139,남서갤러리,충북,청주시,127.4910398,36.63299536
18140,ISDH 조향스쿨 청주상당 공식지점,충북,청주시,127.5126703,36.63383961
18141,오트스튜디오,충북,청주시,127.5051832,36.62522347
18142,노현리상점,충북,청주시,127.5270741,36.51621729
18143,아트라인갤러리,충북,청주시,127.4873814,36.64009685
18144,나나랜드,충북,청주시,127.5067521,36.62494917
18145,조선표구사,충북,청주시,127.499628,36.62557039
18146,무학당,충북,청주시,127.4903848,36.64643837
18147,로즈퀼트,충북,청주시,127.4950607,36.6323299
18148,윤스토리,충북,청주시,127.4873417,36.63821816
18149,공작플러스,충북,청주시,127.5080898,36.61686394
18150,예빛캘리그라피,충북,청주시,127.5010769,36.63316984
18151,루시드DIY목공방,충북,청주시,127.5100354,36.58774725
18152,스튜디오 라디오르,충북,청주시,127.5189947,36.62940572
18153,예인액자,충북,청주시,127.484305,36.64379681
18154,조선표구사,충북,청주시,127.4948444,36.62789094
18155,마리와캘리,충북,청주시,127.5044283,36.61420314
18156,363스튜디오갤러리아 청주지사,충북,청주시,127.4859927,36.63174186
18157,손길라탄,충북,청주시,127.4985314,36.62681134
18158,단아차문화연구소,충북,청주시,127.508294,36.62071991
18159,연준흠캘리그라피,충북,청주시,127.503417,36.62732516
18160,동신유리액자,충북,청주시,127.4959178,36.62161372
18161,글꽃캘리그라피,충북,청주시,127.4993382,36.62709272
18162,석성공방,충북,청주시,127.4981041,36.57566121
18163,정주공방,충북,청주시,127.5165317,36.62270662
18164,림스캔들 (rims candle),충북,청주시,127.5088841,36.62494369
18165,형제상회 우림서예표구,충북,청주시,127.5046144,36.62561066
18166,절대반지,충북,청주시,127.4892847,36.63481204
18167,솝앤푸,충북,청주시,127.506048,36.61677531
18168,브링딜,충북,청주시,127.4866083,36.63877896
18169,퀸뜨게방,충북,청주시,127.4873939,36.63692934
18170,제이화실,충북,청주시,127.4867397,36.63832966
18171,드리다,충북,청주시,127.4844097,36.64622582
18172,우암갤러리,충북,청주시,127.4876606,36.63825741
18173,옛날옛집,충북,청주시,127.4878557,36.64650733
18174,공간27 취미미술화실,충북,청주시,127.4843031,36.64742115
18175,청주아트액자,충북,청주시,127.4794978,36.64256099
18176,춘하캔들,충북,청주시,127.4859097,36.64789221
18177,마이봄,충북,청주시,127.4902651,36.63972547
18178,그어떤갤러리,충북,청주시,127.4843144,36.64744814
18179,토모공방,충북,청주시,127.4799543,36.6404442
18180,페이보릿코지,충북,청주시,127.4876206,36.63741592
18181,옛날민속공예,충북,청주시,127.4830619,36.64761453
18182,엄마손뜨개방,충북,청주시,127.4886437,36.64785579
18183,비즈샵송희,충북,청주시,127.4899465,36.63832733
18184,올로후우,충북,청주시,127.490403,36.63837231
18185,금강컴퓨터자수,충북,청주시,127.484058,36.64863867
18186,세종표구사,충북,청주시,127.4823361,36.63650206
18187,메이제이,충북,청주시,127.4916517,36.6392007
18188,황실유럽자수 서문점,충북,청주시,127.4874458,36.63540712
18189,윤홍지가죽공방,충북,청주시,127.4915906,36.64859701
18190,오내츄럴,충북,청주시,127.4767309,36.6392208
18191,다즐링,충북,청주시,127.4760111,36.64581272
18192,플로우드목공방,충북,청주시,127.4758268,36.64475463
18193,선한아름다움,충북,청주시,127.4749957,36.64653768
18194,수놓는마을,충북,청주시,127.4904675,36.63372222
18195,마이슈,충북,청주시,127.4864755,36.63401974
18196,리틀비,충북,청주시,127.4914877,36.63256908
18197,늪븜,충북,청주시,127.4888654,36.63162467
18198,춘하공방,충북,청주시,127.4888654,36.63162467
18199,배진석채색화,충북,청주시,127.4882096,36.63152103
18200,희망자수,충북,청주시,127.4876855,36.63086445
18201,보광자수,충북,청주시,127.4877237,36.6307138
18202,동경자수,충북,청주시,127.488572,36.63031293
18203,성안문화공감갤러리,충북,청주시,127.4932372,36.63164991
18204,한국상칠기,충북,청주시,127.4845087,36.63060707
18205,수수꽃다리 꽃을피우다,충북,청주시,127.495276,36.63803045
18206,민속품사랑방,충북,청주시,127.481241,36.63373101
18207,민화그리고이야기,충북,청주시,127.4953288,36.63806717
18208,영운도기상회,충북,청주시,127.4880604,36.62790721
18209,소소공방,충북,청주시,127.4797744,36.63306649
18210,캐리쿵아트스튜디오,충북,청주시,127.494345,36.64701404
18211,향기나는그곳,충북,청주시,127.4946696,36.64670992
18212,필통,충북,청주시,127.4945296,36.64720792
18213,올로후우,충북,청주시,127.4886298,36.65079712
18214,명품,충북,청주시,127.4941655,36.62801541
18215,현대화랑표구사,충북,청주시,127.4943296,36.62779846
18216,공주가사는집,충북,청주시,127.4942603,36.62798798
18217,휘향갤러리,충북,청주시,127.4943586,36.62796955
18218,작은이야기공간,충북,청주시,127.4943067,36.62771565
18219,다정보자기,충북,청주시,127.4949556,36.62744532
18220,김도연핸드아트,충북,청주시,127.4882149,36.62403532
18221,수지,충북,청주시,127.4907951,36.62332545
18222,해오름천연공방,충북,청주시,127.4958451,36.62615481
18223,아남매 리봉,충북,청주시,127.4851862,36.62383413
18224,화장품제작소,충북,청주시,127.4883439,36.62250287
18225,올리브퀼트,충북,청주시,127.4991845,36.62892445
18226,아마란디,충북,청주시,127.4995456,36.63030707
18227,리카의마을,충북,청주시,127.499492,36.63031631
18228,꽃피는손,충북,청주시,127.4996579,36.6303823
18229,온니솔문화공간,충북,청주시,127.5011625,36.63293158
18230,페이퍼인사이드,충북,청주시,127.4797618,36.6317581
18231,오후의공간,충북,청주시,127.4758521,36.63232166
18232,큐티수피아,충북,청주시,127.4957303,36.62237235
18233,소록소록,충북,청주시,127.4999683,36.62460296
18234,마실솜씨방,충북,청주시,127.4902363,36.62017019
18235,실버홀릭 청주교육장,충북,청주시,127.489513,36.62034798
18236,가온금속공예공방,충북,청주시,127.488168,36.62014083
18237,대한표구사,충북,청주시,127.4885961,36.65254544
18238,예랑가죽공방,충북,청주시,127.4923816,36.65619563
18239,소피니스,충북,청주시,127.492518,36.65110732
18240,한국공예관 공예스튜디오,충북,청주시,127.4910471,36.65615789
18241,그림더하기,충북,청주시,127.4857292,36.65263647
18242,아나쓰스튜디오,충북,청주시,127.489494,36.65480719
18243,히키티키,충북,청주시,127.4879752,36.65622819
18244,청풍화랑표구사,충북,청주시,127.4877926,36.65813121
18245,오리네가죽놀이터,충북,청주시,127.4845825,36.6545335
18246,나리뜨개방,충북,청주시,127.5014217,36.62668477
18247,홍문당,충북,청주시,127.504154,36.63182679
18248,고담방,충북,청주시,127.5028093,36.633769
18249,주문,충북,청주시,127.5040131,36.62665851
18250,민선희뜨게방,충북,청주시,127.504299,36.62661765
18251,핸드메이드,충북,청주시,127.5042129,36.62678473
18252,먹그림연구실,충북,청주시,127.5044245,36.63215636
18253,이경수채화화실,충북,청주시,127.5043832,36.62547106
18254,라벤더향기공방,충북,청주시,127.5040621,36.63453056
18255,작은언니네패브릭,충북,청주시,127.505011,36.63499693
18256,수석공방갤러리,충북,청주시,127.4981682,36.61692566
18257,슬소로운공방생활,충북,청주시,127.5021087,36.61919078
18258,수향공방,충북,청주시,127.5028976,36.61603891
18259,여우별작업실,충북,청주시,127.5037847,36.61492677
18260,수선화캘리그라피,충북,청주시,127.5042747,36.6151689
18261,금강먹그림연구실,충북,청주시,127.50355,36.61425552
18262,더림,충북,청주시,127.5039819,36.61430956
18263,로미쥬얼리,충북,청주시,127.50245,36.61320584
18264,문공방,충북,청주시,127.5013515,36.6120489
18265,예림공방,충북,청주시,127.506565,36.61617656
18266,정샘버닝공방,충북,청주시,127.5076338,36.61721733
18267,마음의온도,충북,청주시,127.492294,36.61220291
18268,비즈팝 청주분평동점,충북,청주시,127.4930128,36.61204224
18269,베리타925,충북,청주시,127.4956974,36.60885101
18270,뜨락공방,충북,청주시,127.508766,36.61702146
18271,샌드아트코리아,충북,청주시,127.4849015,36.61817709
18272,아트워크,충북,청주시,127.5113352,36.62486471
18273,라벤더향기공방,충북,청주시,127.5078394,36.62589523
18274,어나더벌룬,충북,청주시,127.5120857,36.63302661
18275,코튼라떼,충북,청주시,127.517361,36.62920556
18276,루씨오레더,충북,청주시,127.5168011,36.62773375
18277,제이메이드,충북,청주시,127.5005832,36.66469689
18278,이든캘리그라피,충북,청주시,127.5002375,36.66520748
18279,청서캘리그라피,충북,청주시,127.4994315,36.66788089
18280,모모피치,충북,청주시,127.4996192,36.66645994
18281,글벗캘리,충북,청주시,127.5156666,36.62659062
18282,서인공방,충북,청주시,127.5156447,36.62598876
18283,아리뜰,충북,청주시,127.4993149,36.66748128
18284,모든이에공방,충북,청주시,127.5158747,36.62560569
18285,마노엘,충북,청주시,127.4991288,36.6686355
18286,뜨개마당,충북,청주시,127.5058403,36.607226
18287,용암뜨게방,충북,청주시,127.5102767,36.60605905
18288,쏘쏘잉,충북,청주시,127.5075142,36.60681518
18289,라온공방,충북,청주시,127.5094845,36.60660492
18290,아띠도예공방,충북,청주시,127.5176949,36.62429657
18291,행복퀼트,충북,청주시,127.507682,36.6119437
18292,롭다,충북,청주시,127.5207475,36.61506651
18293,니들하우스,충북,청주시,127.5146584,36.62024383
18294,수앤공방,충북,청주시,127.505488,36.60598664
18295,오홀리안아트,충북,청주시,127.5042935,36.60655491
18296,수앤패브릭,충북,청주시,127.5054702,36.60600564
18297,종이접기 상당지회,충북,청주시,127.5143769,36.61959262
18298,나미아뜨리에,충북,청주시,127.5075834,36.60645083
18299,미니공방,충북,청주시,127.5124766,36.62232583
18300,소담민화갤러리,충북,청주시,127.5107879,36.58865598
18301,진퀼트,충북,청주시,127.4858327,36.60784632
18302,스튜디오은은 가죽공방,충북,청주시,127.4807959,36.59950063
18303,매직 손 뜨개나라,충북,청주시,127.4855914,36.61000642
18304,고은아트,충북,청주시,127.4856993,36.60850469
18305,봄곶캘리그라피,충북,청주시,127.48611,36.6137395
18306,춘하캔들,충북,청주시,127.4809863,36.61073519
18307,만드는즐거움,충북,청주시,127.4760096,36.60993694
18308,JK파티,충북,청주시,127.4769133,36.60930254
18309,오늘도 자기,충북,청주시,127.4749689,36.61084583
18310,그리네아트공방,충북,청주시,127.506318,36.60711944
18311,콩자매공방,충북,청주시,127.5021359,36.6156258
18312,라몽이네뚝떡공방,충북,청주시,127.4990289,36.61588396
18313,거목건축공방,충북,청주시,127.5856104,36.63356198
18314,갤러리예담아트,충북,청주시,127.5632752,36.69599208
18315,화복공예사,충북,괴산군,127.7204632,36.66447807
18316,보은짚풀공예농업회사,충북,보은군,127.6766686,36.59161442
18317,루셀로우 유리공방,충북,청주시,127.5049437,36.53546324
18318,고운뜰공방카페,충북,청주시,127.5314607,36.55932915
18319,두희케이크,충북,청주시,127.470362,36.5987745
18320,뜨개마루,충북,청주시,127.4659396,36.63239328
18321,이화sun민화,충북,청주시,127.4645373,36.61223505
18322,흙내음도예공방,충북,청주시,127.4725293,36.61622268
18323,도예공방단아한,충북,청주시,127.4669819,36.63576664
18324,누보화랑,충북,청주시,127.4698664,36.60993249
18325,신정아갤러리,충북,청주시,127.4664089,36.61267831
18326,올데이라탄,충북,청주시,127.4580825,36.63666627
18327,헤멜비누공방,충북,청주시,127.46785,36.61253478
18328,산원소매바느질공방,충북,청주시,127.4725648,36.61544666
18329,무무,충북,청주시,127.4698397,36.60995062
18330,늘솜아토,충북,청주시,127.4458983,36.61322541
18331,강구리금속공방,충북,청주시,127.4647749,36.60190353
18332,직지한지공예원,충북,청주시,127.4746453,36.63317895
18333,유일공간,충북,청주시,127.4648104,36.61229526
18334,포슬린아뜰리에,충북,청주시,127.4725242,36.64249243
18335,아코텐스튜디오,충북,청주시,127.4725242,36.64249243
18336,도로시공방,충북,청주시,127.4759525,36.63901755
18337,종이문화원 청주흥덕지회,충북,청주시,127.4749238,36.63264617
18338,행복한바느질쟁이,충북,청주시,127.4681725,36.63517443
18339,해초클럽,충북,청주시,127.4681775,36.63564119
18340,담소도예공방,충북,청주시,127.4687438,36.64088534
18341,은공1온즈(oz),충북,청주시,127.4667742,36.63897006
18342,금린캘리그라피,충북,청주시,127.4668088,36.6337632
18343,라퓨리,충북,청주시,127.4687103,36.64127475
18344,레터스케치,충북,청주시,127.4741036,36.62778604
18345,루브아주얼리,충북,청주시,127.4739997,36.64460242
18346,리연비,충북,청주시,127.4602696,36.63667586
18347,리빙드로우,충북,청주시,127.4609785,36.63105007
18348,동양자수대한표구,충북,청주시,127.4641217,36.63539213
18349,한지공방가향,충북,청주시,127.4651367,36.63311012
18350,한국 포슬린&포크아트 청주지부,충북,청주시,127.45356,36.63425773
18351,행복한공방,충북,청주시,127.4514676,36.63283829
18352,장미란캘리그라피,충북,청주시,127.4502046,36.63022799
18353,포레스트오브퍼퓸,충북,청주시,127.4612425,36.64081729
18354,캘리마켓,충북,청주시,127.44973,36.63012345
18355,고은공방,충북,청주시,127.4641509,36.62683128
18356,모찌데이,충북,청주시,127.4585721,36.64381935
18357,메이세븐,충북,청주시,127.4661367,36.64134793
18358,선율캘리그라피,충북,청주시,127.4482276,36.62825115
18359,뜨개하는집,충북,청주시,127.4457154,36.62881838
18360,공예세상,충북,청주시,127.4478976,36.62667001
18361,비누꿈공방,충북,청주시,127.4662984,36.64108597
18362,끌레르아뜰리에,충북,청주시,127.4634547,36.64275875
18363,플로르팔레트,충북,청주시,127.4586166,36.64378313
18364,난야갤러리,충북,청주시,127.4464442,36.63035208
18365,복대동사람들,충북,청주시,127.4466586,36.62953665
18366,김진해색연필,충북,청주시,127.4686008,36.62576405
18367,아트퀸,충북,청주시,127.4478944,36.62668804
18368,아임터프팅,충북,청주시,127.4672166,36.64352263
18369,보라수갤러리,충북,청주시,127.4456975,36.62824172
18370,포슬린페인팅 청주점,충북,청주시,127.445979,36.62877504
18371,이세훈화실,충북,청주시,127.4459414,36.62788757
18372,공작소 나무누리,충북,청주시,127.4447509,36.63861006
18373,하임공방,충북,청주시,127.4459582,36.62711614
18374,BSD아트뱅크,충북,청주시,127.4764932,36.62676814
18375,해나,충북,청주시,127.4736912,36.62543483
18376,앤지,충북,청주시,127.4721249,36.62764341
18377,캔들라온하제,충북,청주시,127.4710749,36.62063407
18378,와글와글목공,충북,청주시,127.4691973,36.62033239
18379,청주아트센터,충북,청주시,127.4819319,36.61827204
18380,부부솝,충북,청주시,127.4708702,36.6191417
18381,언니집,충북,청주시,127.4651476,36.61260394
18382,럽미솝,충북,청주시,127.4660408,36.6089013
18383,젬쥬얼리작업실,충북,청주시,127.470872,36.61207051
18384,손누리공예,충북,청주시,127.46977,36.60933722
18385,재봉틀손끄테,충북,청주시,127.4679334,36.61097369
18386,아플리케,충북,청주시,127.4647869,36.61228634
18387,현손뜨개,충북,청주시,127.4726575,36.61525976
18388,공예세상,충북,청주시,127.4713757,36.61697338
18389,포레,충북,청주시,127.4722533,36.61570472
18390,예사랑,충북,청주시,127.4714014,36.61752117
18391,강민주초상화팝아트,충북,청주시,127.4700877,36.61839505
18392,주,충북,청주시,127.4522558,36.61619321
18393,다올공방,충북,청주시,127.4811962,36.61680346
18394,레더스트,충북,청주시,127.4484285,36.61236524
18395,아인공방,충북,청주시,127.4452825,36.61731525
18396,노해주캘리그라피,충북,청주시,127.4455455,36.62029161
18397,몰리 앤 퍼지(molli and furge),충북,청주시,127.4473126,36.62506459
18398,태임,충북,청주시,127.4380212,36.61954633
18399,바느질공방,충북,청주시,127.4379732,36.61956994
18400,트와일라잇블루,충북,청주시,127.4363425,36.62021753
18401,예석화실,충북,청주시,127.4355853,36.6233283
18402,황실 청주가경점,충북,청주시,127.4435134,36.62774254
18403,퀼트클럽,충북,청주시,127.4357914,36.62001048
18404,손짓,충북,청주시,127.4415623,36.62908346
18405,고은공방,충북,청주시,127.4455712,36.62669225
18406,폼폰,충북,청주시,127.4352175,36.62014955
18407,루에빛,충북,청주시,127.4377969,36.62199283
18408,묘화화실,충북,청주시,127.4357845,36.62375561
18409,벨라도나,충북,청주시,127.4333897,36.62312635
18410,토모도자기공방,충북,청주시,127.4357741,36.62807387
